INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY
VKR-138037,3411,2024-10-07 00:00:00,3821,3820.5446,3411.2005357142857,1.4551832899681
VKR-138038,42419,2024-10-07 00:00:00,47509,47509.4429,42419.14544642857,21.6797739106564
VKR-138039,45156,2024-10-07 00:00:00,50575,50575.0225,45156.27008928571,21.6648779372256
VKR-138040,12022,2024-10-07 00:00:00,13464,13464.1386,12021.552321428571,6.0521333074279
VKR-138041,41895,2024-10-07 00:00:00,46922,46922.4075,41895.006696428565,22.442525768201
VKR-138042,2930,2024-10-07 00:00:00,3282,3281.5317,2929.9390178571425,1.6130334347281001
VKR-138043,7333,2024-10-07 00:00:00,8213,8213.1853,7333.201160714284,2.9922490745686
VKR-138044,13372,2024-10-08 00:00:00,14976,14976.3624,13371.752142857142,4.7336400781593
VKR-138045,32288,2024-10-08 00:00:00,36162,36162.005900000004,32287.505267857145,14.282040693928698
VKR-138046,48986,2024-10-08 00:00:00,54865,54864.8188,48986.44535714285,21.3599912898064
VKR-138047,1890,2024-10-08 00:00:00,2117,2116.8003,1890.0002678571425,0.12960041195639999
VKR-138048,865,2024-10-08 00:00:00,969,968.8002,865.0001785714285,0.00045359237000000004
VKR-138049,22680,2024-10-08 00:00:00,25402,25401.6041,22680.003660714283,11.9808758824447
VKR-138050,16096,2024-10-09 00:00:00,18027,18027.2985,16095.802232142856,7.5501765404373
VKR-138051,42029,2024-10-09 00:00:00,47072,47072.347499999996,42028.881696428565,21.356988508317
VKR-138052,228,2024-10-09 00:00:00,255,254.8502,227.5448214285714,0.00045359237000000004
VKR-138053,8255,2024-10-09 00:00:00,9246,9245.5665,8254.970089285714,3.5615846096215
VKR-138054,14700,2024-10-09 00:00:00,16464,16463.9937,14699.994374999998,7.282620545069101
VKR-138055,14127,2024-10-09 00:00:00,15823,15822.7101,14127.419732142856,6.5541239833069
VKR-138056,17278,2024-10-09 00:00:00,19351,19351.1782,17277.837678571424,5.911506064956799
VKR-138057,1082,2024-10-09 00:00:00,1212,1212.2882,1082.4001785714283,0.567670851055
VKR-138069,25988,2024-10-10 00:00:00,29106,29106.0047,25987.50419642857,13.4373791262095
VKR-138070,5565,2024-10-10 00:00:00,6233,6232.801,5565.000892857142,2.9834720622091
VKR-138071,687,2024-10-10 00:00:00,770,769.5806,687.1255357142857,0.025455603804399995
VKR-138072,550,2024-10-10 00:00:00,616,616.0001,550.0000892857142,0.0239995722967
VKR-138073,5418,2024-10-10 00:00:00,6068,6068.161,5418.000892857142,3.0051673852662004
VKR-138074,17388,2024-10-10 00:00:00,19475,19474.5631,17388.002767857142,5.8187464252918
VKR-138075,25216,2024-10-10 00:00:00,28242,28242.3501,25216.38401785714,8.4399251897345
VKR-138076,9804,2024-10-14 00:00:00,10980,10980.0198,9803.589107142856,4.569557574235501
VKR-138077,44754,2024-10-11 00:00:00,50124,50124.0681,44753.63223214285,21.4633150957687
VKR-138078,16151,2024-10-11 00:00:00,18089,18089.0669,16150.952589285715,24.4229735585528
VKR-138079,16151,2024-10-11 00:00:00,18089,18089.0669,16150.952589285715,24.1898724396098
VKR-138080,11126,2024-10-11 00:00:00,12461,12461.3701,11126.223303571427,5.676499858059801
VKR-138081,26266,2024-10-11 00:00:00,29417,29417.385499999997,26265.52276785714,12.337676176610401
VKR-138082,33465,2024-10-14 00:00:00,37481,37480.7816,33464.98357142857,11.5181028028759
VKR-138083,44928,2024-10-14 00:00:00,50319,50319.368,44928.00714285714,20.8443973787511
VKR-138084,44928,2024-10-14 00:00:00,50319,50319.3681,44928.00723214285,20.8225432983645
VKR-138085,44928,2024-10-14 00:00:00,50319,50319.3681,44928.00723214285,20.7593941686131
VKR-138088,30000,2024-10-14 00:00:00,33600,33600.0054,30000.00482142857,0.00045359237000000004
VKR-138089,15301,2024-10-14 00:00:00,17137,17137.0107,15300.902410714283,22.925615250022105
VKR-138090,15301,2024-10-14 00:00:00,17137,17137.0107,15300.902410714283,22.9266131532361
VKR-138091,15301,2024-10-14 00:00:00,17137,17137.0107,15300.902410714283,22.1086228168729
VKR-138092,15301,2024-10-14 00:00:00,17137,17137.0107,15300.902410714283,23.226610074906702
VKR-138093,15301,2024-10-14 00:00:00,17137,17137.0107,15300.902410714283,23.1683143835143
VKR-138094,15301,2024-10-14 00:00:00,17137,17137.0107,15300.902410714283,22.776215531115202
VKR-138095,12060,2024-10-14 00:00:00,13507,13506.9972,12059.818928571427,4.4360245164312
VKR-138096,26734,2024-10-14 00:00:00,29942,29942.1408,26734.054285714283,9.9555315193103
VKR-138097,89760,2024-10-15 00:00:00,100531,100531.2161,89760.014375,22.868798269755903
VKR-138098,26734,2024-10-15 00:00:00,29942,29942.1408,26734.054285714283,9.8955393924541
VKR-138099,15301,2024-10-15 00:00:00,17137,17137.0107,15300.902410714283,23.0982162186545
VKR-138100,15301,2024-10-15 00:00:00,17137,17137.0107,15300.902410714283,22.8622257163146
VKR-138101,7432,2024-10-15 00:00:00,8324,8323.6397,7431.821160714285,3.0332266092744
VKR-138102,25082,2024-10-15 00:00:00,28092,28092.2841,25082.39651785714,9.972545769108999
VKR-138103,25082,2024-10-15 00:00:00,28092,28092.2841,25082.39651785714,9.9345165848082
VKR-138104,25082,2024-10-15 00:00:00,28092,28092.2841,25082.39651785714,9.960525571303998
VKR-138105,21675,2024-10-15 00:00:00,24276,24276.0039,21675.003482142856,8.3106422924371
VKR-138106,38214,2024-10-15 00:00:00,42800,42799.8111,38214.11705357143,19.680488429178503
VKR-138107,23436,2024-10-14 00:00:00,26248,26248.3242,23436.003749999996,12.095997625950698
VKR-138108,1790,2024-10-14 00:00:00,2005,2004.6603,1789.8752678571427,0.6595051622852001
VKR-138109,5791,2024-10-15 00:00:00,6486,6486.0718,5791.135535714285,2.8550691341095
VKR-138110,22313,2024-10-15 00:00:00,24990,24990.004,22312.50357142857,7.2560989991952
VKR-138111,5394,2024-10-15 00:00:00,6042,6041.7941,5394.4590178571425,1.351886699548
VKR-138112,25082,2024-10-16 00:00:00,28092,28092.2841,25082.39651785714,9.9635328887171
VKR-138113,22400,2024-10-16 00:00:00,25088,25088.004,22400.00357142857,11.9962753434062
VKR-138114,25082,2024-10-16 00:00:00,28092,28092.2841,25082.39651785714,9.962530449579399
VKR-138115,34078,2024-10-16 00:00:00,38167,38167.171,34077.831249999996,17.424569456602
VKR-138116,43949,2024-10-16 00:00:00,49223,49222.9751,43949.084910714286,14.772777743108
VKR-138117,25082,2024-10-16 00:00:00,28092,28092.2841,25082.39651785714,9.950528395469199
VKR-138118,13983,2024-10-16 00:00:00,15661,15661.2156,13983.228214285713,6.120140411462
VKR-138119,15907,2024-10-16 00:00:00,17816,17816.0411,15907.179553571426,7.8741684984809
VKR-138120,16267,2024-10-16 00:00:00,18219,18218.8385,16266.820089285715,8.484209412817599
VKR-138121,56545,2024-10-16 00:00:00,63330,63330.1301,56544.75901785714,17.8314145969498
VKR-138122,56545,2024-10-16 00:00:00,63330,63330.1301,56544.75901785714,17.833410403377798
VKR-138123,56545,2024-10-16 00:00:00,63330,63330.1301,56544.75901785714,17.823413227543
VKR-138124,1570,2024-10-16 00:00:00,1758,1758.4002,1570.0001785714285,0.20045154015039998
VKR-138125,56545,2024-10-17 00:00:00,63330,63330.1301,56544.75901785714,17.8044122431637
VKR-138126,56545,2024-10-17 00:00:00,63330,63330.1301,56544.75901785714,17.7914122858395
VKR-138127,50262,2024-10-17 00:00:00,56293,56293.449,50262.00803571428,15.809145590083999
VKR-138128,0,2024-10-17 00:00:00,0,0,0,0.12598981669120002
VKR-138129,5742,2024-10-17 00:00:00,6431,6430.6753,5741.674375,1.6961134132173
VKR-138130,43822,2024-10-17 00:00:00,49081,49080.5273,43821.89937499999,20.195311233204798
VKR-138131,3159,2024-10-17 00:00:00,3539,3538.5615,3159.429910714285,1.5081220554708
VKR-138132,29789,2024-10-17 00:00:00,33363,33363.2447,29788.611339285715,14.287297829497
VKR-138133,37162,2024-10-18 00:00:00,41622,41621.5867,37162.13098214285,21.309878404768803
VKR-138134,38517,2024-10-18 00:00:00,43139,43138.6269,38516.631160714285,21.348456435837306
VKR-138135,4434,2024-10-18 00:00:00,4966,4965.9274,4433.8637499999995,2.0008458392307
VKR-138136,38452,2024-10-18 00:00:00,43066,43066.3029,38452.05616071428,18.3275675390269
VKR-138137,28666,2024-10-18 00:00:00,32105,32105.4919,28665.61776785714,12.824498723636601
VKR-138138,13484,2024-10-18 00:00:00,15102,15101.544899999999,13483.522232142856,6.327019355495301
VKR-138139,11245,2024-10-18 00:00:00,12594,12594.1781,11244.801874999997,5.8771419070055995
VKR-138140,40635,2024-10-18 00:00:00,45511,45511.2073,40635.00651785714,22.6448415729921
VKR-138141,44928,2024-10-21 00:00:00,50319,50319.3681,44928.00723214285,20.9165412451996
VKR-138142,44928,2024-10-21 00:00:00,50319,50319.3681,44928.00723214285,20.867108748717
VKR-138143,44928,2024-10-21 00:00:00,50319,50319.3681,44928.00723214285,20.840818534951804
VKR-138144,44928,2024-10-21 00:00:00,50319,50319.3681,44928.00723214285,20.865684468675198
VKR-138145,51168,2024-10-21 00:00:00,57308,57308.1692,51168.008214285706,20.9321675023461
VKR-138146,19794,2024-10-21 00:00:00,22169,22169.352,19794.06428571428,10.2178757383472
VKR-138147,21974,2024-10-21 00:00:00,24611,24611.2337,21974.315803571426,7.0738546567766
VKR-138148,23368,2024-10-21 00:00:00,26172,26172.1194,23367.96375,7.6999935643246
VKR-138149,10060,2024-10-21 00:00:00,11267,11267.0616,10059.876428571428,4.5541036821896
VKR-138150,40059,2024-10-21 00:00:00,44866,44865.8012,40058.75107142857,20.3263087096608
VKR-138151,8688,2024-10-21 00:00:00,9731,9730.7296,8688.151428571427,4.3836890287806
VKR-138152,459,2024-10-21 00:00:00,514,514.3112,459.2064285714285,0.1329297799522
VKR-138153,8688,2024-10-21 00:00:00,9731,9730.7296,8688.151428571427,4.3656950194626996
VKR-138154,7267,2024-10-21 00:00:00,8139,8138.7613,7266.751160714285,3.4802418899094
VKR-138155,8688,2024-10-21 00:00:00,9731,9730.7296,8688.151428571427,4.363694677111
VKR-138156,5103,2024-10-21 00:00:00,5715,5715.2041,5102.860803571428,1.9998479360166999
VKR-138157,22348,2024-10-21 00:00:00,25029,25029.4,22347.67857142857,9.8648266530814
VKR-138158,36646,2024-10-22 00:00:00,41043,44699.7672,39910.506428571425,20.521879595910004
VKR-138159,36646,2024-10-22 00:00:00,41043,44699.7672,39910.506428571425,20.3678532348291
VKR-138160,8688,2024-10-22 00:00:00,9731,9730.7296,8688.151428571427,4.3786949767869
VKR-138161,8688,2024-10-22 00:00:00,9731,9730.7296,8688.151428571427,4.4086910402149995
VKR-138162,7819,2024-10-22 00:00:00,8758,8757.6566,7819.336249999999,4.032046079861799
VKR-138163,40519,2024-10-22 00:00:00,45382,46291.3993,41331.60651785714,21.6638029233087
VKR-138164,40519,2024-10-22 00:00:00,45382,46291.399300000005,41331.606517857144,21.7308257318999
VKR-138165,40519,2024-10-22 00:00:00,45382,46291.3994,41331.60660714286,21.5408113521832
VKR-138166,40519,2024-10-22 00:00:00,45382,46291.3994,41331.60660714286,21.5292311389771
VKR-138167,41479,2024-10-22 00:00:00,46456,46455.9726,41478.54696428571,20.490636153464397
VKR-138168,19679,2024-10-22 00:00:00,22041,22040.5186,19679.034464285713,9.0736028024719
VKR-138169,293,2024-10-22 00:00:00,329,328.6226,293.4130357142857,0.00045359237000000004
VKR-138170,29970,2024-10-22 00:00:00,33566,33566.4542,29970.04839285714,14.2043131054055
VKR-138171,93,2024-10-22 00:00:00,105,104.6227,93.41312499999998,0.005443108439999999
VKR-138172,42419,2024-10-22 00:00:00,47509,47509.4429,42419.14544642857,21.7487380945912
VKR-138173,43262,2024-10-22 00:00:00,48453,48453.265799999994,43261.84446428571,20.7434503968076
VKR-138174,2080,2024-10-22 00:00:00,2330,2329.6004,2080.000357142857,0.0725747792
VKR-138175,2600,2024-10-22 00:00:00,2912,2912.0005,2600.000446428571,0.09071847399999998
VKR-138176,0,2024-10-22 00:00:00,0,0,0,0.00045359237000000004
VKR-138177,25550,2024-10-23 00:00:00,28617,28616.502900000003,25550.449017857143,13.033876961628598
VKR-138178,36646,2024-10-23 00:00:00,41043,44699.7672,39910.506428571425,20.623892519923
VKR-138179,36646,2024-10-23 00:00:00,41043,44699.7672,39910.506428571425,20.607894317033097
VKR-138180,32530,2024-10-23 00:00:00,36433,36433.3258,32529.755178571424,21.6107961189505
VKR-138181,0,2024-10-23 00:00:00,0,0.0107,0.009553571428571427,0.00045359237000000004
VKR-138182,4455,2024-10-23 00:00:00,4990,4989.6008,4455.000714285714,2.7500035334464
VKR-138183,26990,2024-10-23 00:00:00,30229,30228.8689,26990.061517857142,14.223713251070402
VKR-138184,1388,2024-10-23 00:00:00,1554,1554.0002,1387.5001785714285,0.0009071847400000001
VKR-138185,29035,2024-10-23 00:00:00,32519,32519.154,29034.958928571425,14.0146207762715
VKR-138186,3408,2024-10-23 00:00:00,3817,3817.2966,3408.3005357142856,1.4000854247841998
VKR-138187,12869,2024-10-23 00:00:00,14414,14413.562300000001,12869.252053571428,6.515328227900801
VKR-138188,5626,2024-10-23 00:00:00,6302,6301.5066,5626.345178571428,7.0198680928992
VKR-138189,932,2024-10-23 00:00:00,1044,1043.7122,931.8858928571427,0.2840032547044
VKR-138190,5798,2024-10-23 00:00:00,6493,6493.201,5797.500892857142,1.8727649617138002
VKR-138191,200,2024-10-23 00:00:00,224,224,199.99999999999997,0.00045359237000000004
VKR-138192,87040,2024-10-23 00:00:00,97485,97484.8156,87040.01392857142,22.175804382793597
VKR-138193,36646,2024-10-24 00:00:00,41043,44699.7672,39910.506428571425,20.347849811312102
VKR-138194,1236,2024-10-24 00:00:00,1384,1384.3202,1236.0001785714285,0.4704523983929
VKR-138195,44730,2024-10-24 00:00:00,50098,50097.608,44730.00714285714,23.959588129284498
VKR-138196,41479,2024-10-24 00:00:00,46456,46455.9726,41478.54696428571,20.40303839497
VKR-138197,15323,2024-10-24 00:00:00,17162,17162.2698,15323.455178571425,5.936934453219
VKR-138198,44730,2024-10-24 00:00:00,50098,50097.608,44730.00714285714,23.9788340535436
VKR-138199,2896,2024-10-24 00:00:00,3243,3243.0359,2895.5677678571424,1.3770338605408
VKR-138200,11616,2024-10-24 00:00:00,13010,13009.9221,11616.001874999998,20.688334387928897
VKR-138201,6363,2024-10-24 00:00:00,7126,7126.4164,6362.871785714286,3.1380654137525
VKR-138202,11616,2024-10-24 00:00:00,13010,13009.9221,11616.001874999998,20.6803284825984
VKR-138203,299,2024-10-24 00:00:00,335,335.3292,299.4010714285714,0.00045359237000000004
VKR-138204,11616,2024-10-24 00:00:00,13010,13009.9221,11616.001874999998,20.6783281402467
VKR-138205,377188,2024-10-25 00:00:00,422450,422450,377187.49999999994,243.35818959803888
VKR-138206,44730,2024-10-25 00:00:00,50098,50097.608,44730.00714285714,23.9980028670998
VKR-138207,44730,2024-10-25 00:00:00,50098,50097.608,44730.00714285714,23.986000812989598
VKR-138208,42029,2024-10-26 00:00:00,47072,47072.347499999996,42028.881696428565,21.1658174680568
VKR-138209,41479,2024-10-26 00:00:00,46456,46455.9726,41478.54696428571,20.550646424015397
VKR-138210,604,2024-10-26 00:00:00,676,676.0237,603.5925892857142,0.057601695066299995
VKR-138215,224640,2024-10-28 00:00:00,251597,251596.8402,224640.03589285712,104.1061076509916
VKR-138218,35770,2024-10-28 00:00:00,40063,40463.8145,36128.405803571426,19.885108483209198
VKR-138219,35770,2024-10-28 00:00:00,40063,40463.8145,36128.405803571426,19.8811032625821
VKR-138220,16262,2024-10-28 00:00:00,18214,18213.8909,16262.402589285712,11.7148802448293
VKR-138221,36137,2024-10-28 00:00:00,40474,40473.880399999995,36137.39321428571,15.836724006179999
VKR-138222,14084,2024-10-28 00:00:00,15774,15773.8862,14083.826964285714,6.931276967114501
VKR-138223,20332,2024-10-29 00:00:00,22772,22771.8436,20332.003214285713,8.3193966251781
VKR-138224,2425,2024-10-29 00:00:00,2716,2716.0004,2425.000357142857,0.499994869451
VKR-138225,330,2024-10-29 00:00:00,370,369.6001,330.00008928571424,0.00045359237000000004
VKR-138226,13078,2024-10-29 00:00:00,14647,14647.18,13077.839285714284,6.0741778966099
VKR-138227,40005,2024-10-29 00:00:00,44806,44805.6072,40005.006428571425,22.717851800867297
VKR-138228,35770,2024-10-29 00:00:00,40063,40463.8145,36128.405803571426,19.9041140035122
VKR-138229,604,2024-10-29 00:00:00,676,676.0237,603.5925892857142,0.0576016950663
VKR-138230,33666,2024-10-29 00:00:00,37706,38083.5901,34003.20544642857,18.7059996533179
VKR-138231,40519,2024-10-29 00:00:00,45382,46291.3994,41331.60660714286,21.4798576095026
VKR-138232,40519,2024-10-29 00:00:00,45382,46291.3994,41331.60660714286,21.4617411302448
VKR-138233,40519,2024-10-29 00:00:00,45382,46291.3994,41331.60660714286,21.454111706581404
VKR-138234,40519,2024-10-29 00:00:00,45382,46291.3994,41331.60660714286,21.357233448196798
VKR-138235,40519,2024-10-29 00:00:00,45382,46291.3994,41331.60660714286,21.4742376000383
VKR-138236,40519,2024-10-29 00:00:00,45382,46291.3994,41331.60660714286,21.5032402961761
VKR-138237,37072,2024-10-29 00:00:00,41521,41520.64,37071.99999999999,23.572392610405103
VKR-138238,37072,2024-10-29 00:00:00,41521,41520.64,37071.99999999999,23.1804026201748
VKR-138239,37072,2024-10-29 00:00:00,41521,41520.64,37071.99999999999,23.3504090404508
VKR-138240,37072,2024-10-29 00:00:00,41521,41520.64,37071.99999999999,23.2684131477259
VKR-138241,40519,2024-10-30 00:00:00,45382,46291.3994,41331.60660714286,21.4592509081335
VKR-138242,895,2024-10-30 00:00:00,1002,1002.4002,895.0001785714285,0.00045359237000000004
VKR-138243,40519,2024-10-30 00:00:00,45382,46291.3994,41331.60660714286,21.4385308086719
VKR-138244,366188,2024-10-30 00:00:00,410130,410130,366187.49999999994,245.57615196109379
VKR-138245,36919,2024-10-28 00:00:00,41349,41349.0066,36918.75589285714,20.625003821229498
VKR-138256,44754,2024-10-30 00:00:00,50124,50124.068100000004,44753.63223214286,21.429304739866097
VKR-138257,19920,2024-10-30 00:00:00,22310,22310.471899999997,19920.064196428568,9.6169338869527
VKR-138258,2537,2024-10-30 00:00:00,2841,2841.4121,2536.975089285714,0.7508768092979999
VKR-138259,29325,2024-10-30 00:00:00,32843,32843.4844,29324.53964285714,14.7003481134664
VKR-138260,9673,2024-10-31 00:00:00,10833,10833.2796,9672.57107142857,3.1076202938781
VKR-138261,35666,2024-11-01 00:00:00,38804,41469.1041,38114.98538602941,20.3558829321848
VKR-138262,35666,2024-11-01 00:00:00,38804,41469.1041,38114.98538602941,20.347881562778003
VKR-138263,35666,2024-11-01 00:00:00,38804,41469.1041,38114.98538602941,20.242879465046702
VKR-138264,3481,2024-10-31 00:00:00,3899,3898.5374,3480.836964285714,1.5806877628234
VKR-138265,35666,2024-11-01 00:00:00,38804,41469.1041,38114.98538602941,20.3488567863735
VKR-138266,8748,2024-11-01 00:00:00,9518,9517.5592,8747.756617647057,3.4260194579996
VKR-138267,9419,2024-11-01 00:00:00,10248,10248.1809,9419.283915441176,4.2721053057606
VKR-138268,24273,2024-11-01 00:00:00,26409,26408.784,24272.779411764703,10.786090900246199
VKR-138269,0,2024-11-01 00:00:00,0,0,0,0.900108699028
VKR-138270,41305,2024-11-04 00:00:00,44940,44940,41305.147058823524,22.728425039012
VKR-138271,2155,2024-11-04 00:00:00,2344,2344.2148,2154.6091911764706,3.4318889432674
VKR-138272,31649,2024-11-04 00:00:00,34434,34433.952699999994,31648.853584558816,10.243725967513498
VKR-138273,8380,2024-11-04 00:00:00,9117,9117.3832,8379.947794117646,4.2551091996567
VKR-138274,40803,2024-11-04 00:00:00,44394,44393.6469,40802.98428308823,22.0661302836513
VKR-138275,22494,2024-11-04 00:00:00,24473,24472.9759,22493.544025735293,11.708874681850501
VKR-138276,1618,2024-11-04 00:00:00,1760,1760.2949,1617.918106617647,0.7109289292721
VKR-138277,562,2024-11-04 00:00:00,612,611.9998,562.4998161764706,0.2009278121389
VKR-138278,5830,2024-11-04 00:00:00,6343,6342.6024,5829.597794117646,2.9882483898652
VKR-138279,37175,2024-11-05 00:00:00,40446,40446,37174.632352941175,20.457387832743404
VKR-138280,40349,2024-11-05 00:00:00,43900,43900.1304,40349.38455882353,22.773856850791198
VKR-138281,6850,2024-11-05 00:00:00,7453,7452.7971,6849.997334558823,0.9999988107494
VKR-138282,5516,2024-11-05 00:00:00,6001,6001.0249,5515.647886029412,1.7758730955581
VKR-138283,39532,2024-11-05 00:00:00,43011,43011.3435,39532.484834558825,22.803861986066703
VKR-138284,12367,2024-11-05 00:00:00,13455,13455.3996,12367.095220588235,5.969225694039299
VKR-138285,11775,2024-11-05 00:00:00,12811,12810.8687,11774.69549632353,4.488373611852899
VKR-138286,6253,2024-11-05 00:00:00,6803,6802.9894,6252.747610294117,1.5598769448878
VKR-138287,40563,2024-11-05 00:00:00,44133,44133.0711,40563.48446691176,22.321262384005195
VKR-138288,4457,2024-11-05 00:00:00,4849,4849.4861,4457.24825367647,1.5778800260531
VKR-138289,8788,2024-11-05 00:00:00,9562,9561.8843,8788.496599264705,4.530367193467501
VKR-138290,6487,2024-11-05 00:00:00,7057,7057.3381,6486.523988970588,8.639451401450101
VKR-138291,12201,2024-11-06 00:00:00,13275,13274.6829,12200.9953125,5.696158551375601
VKR-138292,5645,2024-11-06 00:00:00,6142,6141.6139,5644.865716911764,1.9439653560327
VKR-138293,52522,2024-11-06 00:00:00,57144,57144.21,52522.25183823529,17.2262089772773
VKR-138294,30260,2024-11-06 00:00:00,32922,32922.369,30259.53033088235,10.4017756929163
VKR-138295,12352,2024-11-06 00:00:00,13439,13438.8686,12351.901286764705,5.0420284586749
VKR-138296,22992,2024-11-06 00:00:00,25016,25015.593200000003,22992.273161764708,7.8946209784442
VKR-138297,10979,2024-11-06 00:00:00,11946,11945.6609,10979.467738970588,4.543367150791701
VKR-138298,10100,2024-11-06 00:00:00,10989,10989.0679,10100.246231617646,4.4210151449079005
VKR-138299,11790,2024-11-06 00:00:00,12827,12827.4661,11789.950459558822,5.855555446117299
VKR-138300,28114,2024-11-07 00:00:00,30588,30587.7483,28113.739246323526,11.860170416864
VKR-138302,8574,2024-11-07 00:00:00,9328,9328.0298,8573.556801470588,3.9520686731834003
VKR-138303,42029,2024-11-07 00:00:00,45727,45727.3984,42028.85882352941,21.186895905490697
VKR-138304,12902,2024-11-07 00:00:00,14038,14037.8058,12902.395036764705,4.3736328859377
VKR-138305,31804,2024-11-07 00:00:00,34603,34603.2501,31804.457812499997,15.9275059831118
VKR-138306,47956,2024-11-07 00:00:00,52176,52175.6728,47955.581617647054,26.327226902592
VKR-138307,12179,2024-11-07 00:00:00,13251,13250.7423,12178.991084558822,6.0265008025992
VKR-138308,7338,2024-11-07 00:00:00,7983,7983.2513,7337.547150735293,2.684858597267
VKR-138309,16374,2024-11-07 00:00:00,17815,17814.8869,16373.976930147059,8.8084100233514
VKR-138311,44928,2024-11-08 00:00:00,48882,48881.6452,44927.98272058823,20.8612437993729
VKR-138312,44928,2024-11-08 00:00:00,48882,48881.6452,44927.98272058823,20.8572431146695
VKR-138315,53581,2024-11-08 00:00:00,58297,58296.6496,53581.479411764696,22.426314376897196
VKR-138316,4216,2024-11-08 00:00:00,4587,4586.7343,4215.748437499999,2.7500035334464
VKR-138317,36792,2024-11-08 00:00:00,40030,40029.5446,36791.860845588235,15.746241400212401
VKR-138318,31700,2024-11-08 00:00:00,34490,34490.1009,31700.46038602941,16.1169397645949
VKR-138319,40125,2024-11-08 00:00:00,43656,43655.7112,40124.734558823526,22.826260377297302
VKR-138320,29220,2024-11-08 00:00:00,31791,31790.8756,29219.554779411763,14.9413462755711
VKR-138321,9729,2024-11-11 00:00:00,10585,10585.1113,9728.962591911764,17.8515858496437
VKR-138322,7450,2024-11-11 00:00:00,8106,8105.5969,7449.997150735293,1.150083454135
VKR-138323,44928,2024-11-11 00:00:00,48882,48881.6452,44927.98272058823,20.8723976357512
VKR-138324,44928,2024-11-11 00:00:00,48882,48881.6452,44927.98272058823,20.820538420089097
VKR-138325,44928,2024-11-11 00:00:00,48882,48881.6452,44927.98272058823,20.8282404185317
VKR-138326,44928,2024-11-11 00:00:00,48882,48881.6452,44927.98272058823,20.839380647138903
VKR-138327,44928,2024-11-11 00:00:00,48882,48881.6452,44927.98272058823,20.8105321724069
VKR-138328,13395,2024-11-11 00:00:00,14574,14865.4743,13663.119761029411,7.5506165250362
VKR-138329,37901,2024-11-12 00:00:00,41236,41236.0546,37900.78547794118,21.5077852917235
VKR-138330,37985,2024-11-12 00:00:00,41327,41327.4465,37984.785386029405,21.8006834928036
VKR-138331,9380,2024-11-12 00:00:00,10205,10205.3502,9379.917463235293,17.7401835635717
VKR-138332,44754,2024-11-12 00:00:00,48692,48691.9253,44753.6078125,21.473316807527198
VKR-138333,40160,2024-11-12 00:00:00,43694,43693.927200000006,40159.85955882353,22.5737817923079
VKR-138334,36855,2024-11-13 00:00:00,40098,40098.2246,36854.985845588235,21.171854782501498
VKR-138335,9380,2024-11-13 00:00:00,10205,10205.3502,9379.917463235293,17.8721789432417
VKR-138336,36368,2024-11-13 00:00:00,39568,39568.1889,36367.82068014706,13.010176760296101
VKR-138337,25126,2024-11-13 00:00:00,27338,27337.6083,25126.478216911764,12.0662737179446
VKR-138338,40519,2024-11-13 00:00:00,44085,44968.7635,41331.584099264706,21.580673049658802
VKR-138339,401,2024-11-13 00:00:00,436,436.2384,400.95441176470587,0.0384011300442
VKR-138340,40519,2024-11-13 00:00:00,44085,44968.7635,41331.584099264706,21.6045365442445
VKR-138341,40519,2024-11-13 00:00:00,44085,44968.7635,41331.584099264706,21.552963091775496
VKR-138342,40519,2024-11-13 00:00:00,44085,44968.7635,41331.584099264706,21.6002410245006
VKR-138343,40519,2024-11-13 00:00:00,44085,44968.7635,41331.584099264706,21.566380354080103
VKR-138344,40519,2024-11-13 00:00:00,44085,44968.7635,41331.584099264706,21.5905250759352
VKR-138345,36368,2024-11-14 00:00:00,39568,39568.1889,36367.82068014706,13.1039388390988
VKR-138346,1164,2024-11-14 00:00:00,1266,1266.4315,1163.9995404411764,0.00045359237000000004
VKR-138347,36855,2024-11-14 00:00:00,40098,40098.2246,36854.985845588235,21.1678540977981
VKR-138348,15880,2024-11-14 00:00:00,17278,17277.6509,15880.193841911763,18.422567924999697
VKR-138349,4575,2024-11-14 00:00:00,4978,4977.8428,4575.223161764706,1.5431303145874002
VKR-138350,11842,2024-11-14 00:00:00,12884,12883.982199999999,11841.895404411762,5.6989526803748
VKR-138351,2050,2024-11-14 00:00:00,2230,2230.3991,2049.9991727941174,0.00045359237000000004
VKR-138352,686,2024-11-14 00:00:00,746,746.2916,685.9297794117647,0.2848333287415
VKR-138353,40519,2024-11-14 00:00:00,44085,44968.7635,41331.584099264706,21.5759556890108
VKR-138354,150,2024-11-14 00:00:00,163,163.1999,149.9999080882353,0.00045359237000000004
VKR-138355,40519,2024-11-14 00:00:00,44085,44968.7635,41331.584099264706,21.4685268721
VKR-138356,21896,2024-11-14 00:00:00,23823,23822.708,21895.87132352941,8.009397991749
VKR-138357,40519,2024-11-14 00:00:00,44085,44968.7635,41331.584099264706,21.5425168594944
VKR-138358,40519,2024-11-14 00:00:00,44085,44968.7635,41331.584099264706,21.5946663742733
VKR-138359,40519,2024-11-14 00:00:00,44085,44968.7635,41331.584099264706,21.5446804950993
VKR-138360,40519,2024-11-14 00:00:00,44085,44968.7635,41331.584099264706,21.593233022384098
