INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY
VKR-137381,34165,2024-07-29 00:00:00,36590,36590.4,34164.705882352944,19.077800247159498
VKR-137382,32029,2024-07-29 00:00:00,34304,34303.5,32029.411764705885,18.098562359185
VKR-137383,8927,2024-07-29 00:00:00,9561,9560.9222,8927.09822595705,4.4823725847978
VKR-137384,32029,2024-07-29 00:00:00,34304,34303.5,32029.411764705885,18.012565781756702
VKR-137385,32029,2024-07-29 00:00:00,34304,34303.5,32029.411764705885,17.904560902535998
VKR-137386,32029,2024-07-29 00:00:00,34304,34303.5,32029.411764705885,17.9215570086399
VKR-137387,32029,2024-07-29 00:00:00,34304,34303.5,32029.411764705885,17.9865658671083
VKR-137388,8974,2024-07-30 00:00:00,9611,9610.8844,8973.748272642391,15.9801862009636
VKR-137389,7999,2024-07-30 00:00:00,8567,8567.3825,7999.423436041083,4.2663764341275
VKR-137391,55519,2024-07-30 00:00:00,59461,59460.5695,55518.73902894491,22.168147743588
VKR-137392,34667,2024-07-30 00:00:00,37129,37128.697799999994,34667.31820728291,15.6415023860557
VKR-137393,12888,2024-07-30 00:00:00,13803,13802.9866,12887.942670401495,6.2722163253519
VKR-137394,20632,2024-07-30 00:00:00,22096,22096.4392,20631.595891690013,10.6109906376551
VKR-137395,400,2024-07-30 00:00:00,428,428.3999,399.9999066293184,0.0384011300442
VKR-137396,55702,2024-07-30 00:00:00,59657,59656.9762,55702.12530345471,26.2859908202353
VKR-137397,11997,2024-07-30 00:00:00,12849,12848.5167,11996.747619047619,6.201424164166
VKR-137398,3222,2024-07-30 00:00:00,3451,3450.7467,3221.9857142857145,1.5710534608846
VKR-137399,10785,2024-07-30 00:00:00,11551,11551.2282,10785.460504201681,4.969689547507301
VKR-137400,35175,2024-07-30 00:00:00,37672,37672.4176,35174.993090569566,19.4283681821614
VKR-137401,13800,2024-07-30 00:00:00,14779,14779.3956,13799.622408963585,6.1122479042240005
VKR-137402,7187,2024-07-30 00:00:00,7697,7697.0208999999995,7186.760877684407,3.1534648747140004
VKR-137403,8172,2024-07-30 00:00:00,8753,8752.5762,8172.340056022409,3.6210959285655
VKR-137404,18758,2024-07-30 00:00:00,20090,20090.0818,18758.246311858078,5.902806163300201
VKR-137407,500,2024-07-31 00:00:00,535,535.4999,499.99990662931845,0.00045359237000000004
VKR-137408,84063,2024-07-31 00:00:00,90032,90031.90000000001,84063.39869281047,33.56452449805071
VKR-137413,1548,2024-07-31 00:00:00,1658,1657.5813,1547.6949579831935,0.5382463140131
VKR-137414,12101,2024-07-31 00:00:00,12960,12960.2388,12101.063305322128,3.8471119346891
VKR-137415,397,2024-07-31 00:00:00,425,425.3617,397.1631185807656,0.0384011300442
VKR-137416,36636,2024-07-31 00:00:00,39237,39237.2286,36636.06778711485,20.843848531983397
VKR-137417,12101,2024-07-31 00:00:00,12960,12960.2388,12101.063305322128,3.8338262141718
VKR-137418,596,2024-07-31 00:00:00,638,638.0425,595.7446311858077,0.057601695066299995
VKR-137419,38750,2024-07-31 00:00:00,41502,41501.508,38750.24089635855,18.6761351316771
VKR-137420,1210,2024-07-31 00:00:00,1296,1296.3381,1210.3997198879551,0.48999769361620005
VKR-137421,610,2024-07-31 00:00:00,653,653.3099,609.9999066293184,0.1995624991052
VKR-137422,24763,2024-07-31 00:00:00,26521,26521.301,24763.119514472455,10.974885116487602
VKR-137423,14404,2024-07-31 00:00:00,15427,15426.9568,14404.254715219422,21.5857759638213
VKR-137424,38525,2024-07-31 00:00:00,41260,41260.0834,38524.82110177405,18.113054635406503
VKR-137425,195,2024-07-31 00:00:00,209,208.845,195,0.00045359237000000004
VKR-137426,13604,2024-07-31 00:00:00,14570,14569.9036,13604.018300653595,20.2541739150597
VKR-137427,22241,2024-07-31 00:00:00,23820,23820.2543,22241.133800186744,10.6743801713626
VKR-137428,21868,2024-07-31 00:00:00,23421,23420.6234,21867.995704948647,11.7348791324226
VKR-137429,30898,2024-07-31 00:00:00,33092,33091.7837,30898.023996265176,19.2369839534873
VKR-137430,25749,2024-07-31 00:00:00,27578,27577.6158,25749.407843137255,11.983638259978001
VKR-137431,5586,2024-07-31 00:00:00,5983,5982.6048,5585.998879551821,2.9844699654231
VKR-137432,17,2024-07-31 00:00:00,18,17.8601,16.67609710550887,0.00045359237000000004
VKR-137433,573,2024-07-31 00:00:00,614,613.9893,573.285994397759,0.00045359237000000004
VKR-137434,461,2024-07-31 00:00:00,494,493.7234,460.992903828198,0.00045359237000000004
VKR-137435,83132,2024-08-01 00:00:00,90032,90031.9,83131.94829178209,33.6986653696308
VKR-137436,172705,2024-07-31 00:00:00,184968,184967.52000000002,172705.4341736695,73.69127413913651
VKR-137437,330276,2024-07-31 00:00:00,353725,353725.41599999997,330275.8319327731,134.7275388796106
VKR-137438,1433,2024-08-01 00:00:00,1552,1552.1283,1433.1747922437673,0.43199230134059996
VKR-137439,17962,2024-08-01 00:00:00,19453,19453.0438,17962.182640812556,7.694559527732
VKR-137440,31402,2024-08-01 00:00:00,34009,34008.7463,31402.351154201293,18.0192608051379
VKR-137441,11664,2024-08-01 00:00:00,12632,12632.1125,11664.000461680516,5.610266300192401
VKR-137442,6200,2024-08-01 00:00:00,6715,6715.1108,6200.471652816252,2.826107261285
VKR-137443,2783,2024-08-02 00:00:00,3014,3013.7725,2782.8000923361037,1.1281250475033
VKR-137444,33943,2024-08-02 00:00:00,36760,36760.0809,33942.826315789476,16.360496187666403
VKR-137445,1092,2024-08-02 00:00:00,1183,1182.636,1092,0.30628824784249997
VKR-137446,20421,2024-08-02 00:00:00,22116,22116.289,20421.31948291782,9.5861939320378
VKR-137447,1899,2024-08-02 00:00:00,2057,2056.9165,1899.2765466297321,0.7552403678974
VKR-137448,2510,2024-08-02 00:00:00,2718,2718.2456,2509.9220683287167,0.7478785637323
VKR-137449,17962,2024-08-02 00:00:00,19453,19453.0438,17962.182640812556,7.5515237097762
VKR-137450,43344,2024-08-05 00:00:00,46942,46941.5537,43344.00156971376,10.961876087315998
VKR-137451,21675,2024-08-05 00:00:00,23474,23474.0259,21675.000831024932,8.461901740061
VKR-137452,36811,2024-08-06 00:00:00,39866,42779.5846,39501.00147737766,20.521879595910004
VKR-137453,36900,2024-08-06 00:00:00,39963,39962.7015,36900.001385041556,17.918858134038402
VKR-137455,6173,2024-08-06 00:00:00,6686,6685.76,6173.370267774701,2.5145119827135
VKR-137456,436,2024-08-06 00:00:00,472,472.188,436,0.0362873896
VKR-137457,33296,2024-08-06 00:00:00,36059,36059.0278,33295.50120036935,19.0277644728248
VKR-137458,25813,2024-08-06 00:00:00,27956,27955.5025,25813.021698984303,8.5462472412625
VKR-137459,721,2024-08-06 00:00:00,781,780.738,720.9030470914129,1.9691760199573003
VKR-137460,3055,2024-08-06 00:00:00,3309,3309.0364,3055.4352723915054,3.5385375813018
VKR-137461,13654,2024-08-06 00:00:00,14787,14787.4342,13654.1405355494,6.3100141775440015
VKR-137462,3083,2024-08-06 00:00:00,3339,3338.6927,3082.8187442289936,1.3982347679146
VKR-137463,581,2024-08-06 00:00:00,629,628.7557,580.568513388735,0.00045359237000000004
VKR-137464,36900,2024-08-07 00:00:00,39963,39962.7015,36900.001385041556,18.0593538347222
VKR-137465,40509,2024-08-07 00:00:00,43871,56391.2706,52069.50193905818,22.694305820940603
VKR-137466,40509,2024-08-07 00:00:00,43871,56391.2706,52069.50193905818,22.605864380638
VKR-137467,40509,2024-08-07 00:00:00,43871,56391.2706,52069.50193905818,22.6461705986362
VKR-137468,7921,2024-08-07 00:00:00,8579,8578.6599,7921.200277008311,2.9106840945952
VKR-137469,3065,2024-08-07 00:00:00,3320,3319.8301,3065.401754385965,1.4082364796731
VKR-137470,26536,2024-08-07 00:00:00,28739,28738.8356,26536.320960295474,12.9992361123317
VKR-137471,18813,2024-08-07 00:00:00,20374,20374.3173,18812.850692520777,6.895874082636001
VKR-137472,3354,2024-08-07 00:00:00,3632,3632.4115,3354.027239150508,1.4126363256621
VKR-137473,20691,2024-08-07 00:00:00,22409,22408.8529,20691.46158818098,9.608646754352801
VKR-137474,41265,2024-08-07 00:00:00,44690,57210.0186,52825.50193905817,22.6482843390804
VKR-137475,60548,2024-08-07 00:00:00,65573,65572.945,60547.502308402596,17.8248057561189
VKR-137476,18272,2024-08-07 00:00:00,19789,19788.7305,18272.14265927978,7.9185978711224
VKR-137477,18272,2024-08-07 00:00:00,19789,19788.7305,18272.14265927978,7.9336027067220005
VKR-137478,40509,2024-08-08 00:00:00,43871,56391.2706,52069.50193905818,22.6573108272434
VKR-137479,40509,2024-08-08 00:00:00,43871,56391.2706,52069.50193905818,22.746577805659403
VKR-137480,51583,2024-08-08 00:00:00,55864,55864.3017,51582.91939058172,24.1220331647526
VKR-137481,37870,2024-08-08 00:00:00,41013,41013,37869.80609418283,24.4620051819913
VKR-137482,37870,2024-08-08 00:00:00,41013,41013,37869.80609418283,24.5339993629577
VKR-137483,16093,2024-08-08 00:00:00,17429,17429.1078,16093.359002770085,8.517049500405601
VKR-137484,2911,2024-08-08 00:00:00,3152,3152.1798999999996,2910.600092336103,1.7201220573614
VKR-137485,9491,2024-08-08 00:00:00,10278,10278.2292,9490.516343490304,4.6456839816926
VKR-137486,1354,2024-08-08 00:00:00,1466,1466.4535,1354.0660203139428,0.5716715357584
VKR-137487,7475,2024-08-08 00:00:00,8095,8094.901100000001,7474.516251154202,3.5799233491406
VKR-137488,302958,2024-08-08 00:00:00,328104,328104,302958.44875346264,195.6554177232732
VKR-137489,36720,2024-08-09 00:00:00,39768,39767.7615,36720.001385041556,9.395893789128
VKR-137490,45975,2024-08-09 00:00:00,49791,49790.9269,45975.001754385965,18.687438653537505
VKR-137491,27489,2024-08-09 00:00:00,29771,29770.5881,27489.00101569714,16.362573640721
VKR-137492,13700,2024-08-09 00:00:00,14838,14837.6078,13700.468882733148,4.7519153147466
VKR-137493,10381,2024-08-09 00:00:00,11242,11242.4339,10380.82539242844,4.9774913362713
VKR-137494,45720,2024-08-09 00:00:00,49515,49514.5108,45719.769898430284,22.5748159829115
VKR-137495,18363,2024-08-09 00:00:00,19887,19886.6443,18362.552446906742,9.1297484660305
VKR-137496,35235,2024-08-09 00:00:00,38160,38159.723,35235.201292705446,19.115457485716902
VKR-137497,691,2024-08-09 00:00:00,748,748.0823,690.7500461680518,1.2755969988377
VKR-137498,24394,2024-08-09 00:00:00,26418,26418.2698,24393.600923361035,13.153720601706302
VKR-137499,29156,2024-08-09 00:00:00,31576,31576.1109,29156.150415512468,12.540504540779601
VKR-137500,795,2024-08-09 00:00:00,861,860.985,795,0.00045359237000000004
VKR-137501,35798,2024-08-09 00:00:00,38769,38768.6939,35797.50129270545,16.2448618847823
VKR-137502,1621,2024-08-09 00:00:00,1755,1755.3832,1620.8524469067406,0.43199230134059996
VKR-137503,6175,2024-08-09 00:00:00,6687,6687.173199999999,6174.67516158818,3.1979214628977
VKR-137504,26734,2024-08-09 00:00:00,28953,28952.9772,26734.05096952909,9.8055557380935
VKR-137505,36646,2024-08-12 00:00:00,39687,43223.0731,39910.50147737766,20.2518333784305
VKR-137507,378698,2024-08-08 00:00:00,410130,410130,378698.06094182824,243.6582182711754
VKR-137508,39555,2024-08-12 00:00:00,42838,42837.8439,39554.79584487535,21.824097930943
VKR-137509,8911,2024-08-12 00:00:00,9651,9650.9924,8911.35032317636,3.2625175523094
VKR-137510,43875,2024-08-12 00:00:00,47517,47516.6268,43875.001662049865,18.7430354703284
VKR-137511,8615,2024-08-12 00:00:00,9331,9330.5548,8615.470729455217,3.2714669297695
VKR-137512,16909,2024-08-12 00:00:00,18313,18312.826800000003,16909.35069252078,8.4724477626635
VKR-137513,24383,2024-08-12 00:00:00,26407,26406.5734,24382.800923361036,12.558335256844298
VKR-137514,32368,2024-08-12 00:00:00,35055,35054.9532,32368.377839335186,15.5186877159545
VKR-137515,40945,2024-08-12 00:00:00,44344,44343.7073,40945.2514312096,21.115400676131298
VKR-137516,11267,2024-08-12 00:00:00,12202,12202.351499999999,11267.175900277007,16.6963813376514
VKR-137517,40887,2024-08-12 00:00:00,44281,44280.7851,40887.15152354571,17.1871365305255
VKR-137518,36646,2024-08-13 00:00:00,39687,43223.0731,39910.50147737766,20.2458368872991
VKR-137519,89760,2024-08-13 00:00:00,97210,97210.0836,89760.00332409973,22.868798269755903
VKR-137520,34667,2024-08-13 00:00:00,37545,37544.7144,34667.32631578947,15.7105890399304
VKR-137521,4306,2024-08-13 00:00:00,4663,4663.236,4305.850415512466,1.7039877767604998
VKR-137522,1,2024-08-13 00:00:00,2,1.5398,1.4217913204062789,0.00045359237000000004
VKR-137523,36900,2024-08-13 00:00:00,39963,39962.701499999996,36900.00138504155,18.1246121689941
VKR-137524,400,2024-08-13 00:00:00,433,433.2,400,0.031198083208600003
VKR-137525,29038,2024-08-13 00:00:00,31448,31448.2905,29038.126038781164,10.8266919532849
VKR-137526,35792,2024-08-13 00:00:00,38762,38762.3357,35791.630378578026,17.0200784606545
VKR-137527,5103,2024-08-13 00:00:00,5526,5526.3976,5102.8602031394275,2.0038531566438
VKR-137528,48986,2024-08-13 00:00:00,53052,53052.313799999996,48986.43933518005,21.3279858121792
VKR-137529,2670,2024-08-13 00:00:00,2891,2891.378,2669.785780240074,1.0713080672371
VKR-137530,6402,2024-08-13 00:00:00,6933,6933.0413,6401.700184672207,15.9763488095134
VKR-137531,995,2024-08-14 00:00:00,1078,1077.585,995.0000000000001,0.0009071847400000001
VKR-137532,19482,2024-08-14 00:00:00,21099,21099.0068,19482.00073868883,8.5992177582311
VKR-137533,1,2024-08-14 00:00:00,2,1.5398,1.4217913204062789,0.00045359237000000004
VKR-137534,43092,2024-08-14 00:00:00,46669,46668.6377,43092.00156971376,23.941276605307596
VKR-137535,6097,2024-08-14 00:00:00,6603,6602.7697,6096.74025854109,11.4666881077364
VKR-137536,72853,2024-08-14 00:00:00,78900,78899.8572,72853.0537396122,23.646024259827197
VKR-137537,29132,2024-08-14 00:00:00,31549,31549.4579,29131.540073868884,13.896659544529301
VKR-137538,32538,2024-08-14 00:00:00,35238,35238.487,32537.845798707298,15.564949601770799
VKR-137539,6003,2024-08-14 00:00:00,6501,6501.3339,6003.0783933518005,2.8764696221260997
VKR-137540,36563,2024-08-14 00:00:00,39597,39597.2569,36562.564081255776,17.2417309081787
VKR-137541,12400,2024-08-14 00:00:00,13429,13428.6818,12399.521514312097,3.8614953487418
VKR-137542,398,2024-08-14 00:00:00,431,431.1468,398.10415512465374,0.0384011300442
VKR-137543,51688,2024-08-15 00:00:00,55978,55978.3227,51688.20193905817,24.6299522929075
VKR-137546,6850,2024-08-15 00:00:00,7419,7418.5503,6850.00027700831,0.9999988107494
VKR-137547,16422,2024-08-15 00:00:00,17785,17784.8039,16421.794921514313,8.2464090769214
VKR-137548,29156,2024-08-15 00:00:00,31576,31576.1109,29156.150415512468,12.5165004325592
VKR-137549,300,2024-08-15 00:00:00,325,324.9,300,0.00045359237000000004
VKR-137550,8927,2024-08-15 00:00:00,9668,9668.0497,8927.100369344413,4.4813746815838
VKR-137551,3695,2024-08-15 00:00:00,4002,4001.5809,3694.9038781163435,1.6141220564161
VKR-137552,35710,2024-08-15 00:00:00,38674,38674.3668,35710.40332409973,17.254245521667002
VKR-137553,11459,2024-08-15 00:00:00,12410,12409.8409,11458.76352723915,5.8619374907632
VKR-137554,355,2024-08-15 00:00:00,385,384.9525,355.4501385041551,0.00045359237000000004
VKR-137555,36900,2024-08-16 00:00:00,39963,39962.701499999996,36900.00138504155,17.9907389169123
VKR-137556,22472,2024-08-16 00:00:00,24337,24337.2852,22472.10083102493,7.9215915807644
VKR-137557,11943,2024-08-16 00:00:00,12934,12934.4028,11943.123545706372,6.011219275653899
VKR-137558,24473,2024-08-16 00:00:00,26504,26504.4905,24473.21375807941,11.2846206663421
VKR-137559,14500,2024-08-16 00:00:00,15703,15703.1734,14499.698430286242,4.4336295487176
VKR-137560,3695,2024-08-16 00:00:00,4002,4001.5809,3694.9038781163435,1.6341254799331
VKR-137561,16632,2024-08-16 00:00:00,18012,18012.4567,16632.000646352724,7.4005318816506
VKR-137562,47451,2024-08-16 00:00:00,51389,51389.4603,47451.02520775623,21.9964267441534
VKR-137563,16632,2024-08-16 00:00:00,18012,18012.4567,16632.000646352724,7.4375314112715
VKR-137564,3608,2024-08-16 00:00:00,3907,3907.2675,3607.8185595567866,1.7310490975547
VKR-137565,16632,2024-08-16 00:00:00,18012,18012.4567,16632.000646352724,7.570520158231799
VKR-137566,16632,2024-08-16 00:00:00,18012,18012.4567,16632.000646352724,7.4645110854391
VKR-137567,57875,2024-08-15 00:00:00,62679,62678.62729999999,57875.00212373037,22.1878245805986
VKR-137568,39997,2024-08-19 00:00:00,43317,43316.888,39997.12650046168,21.3778900447266
VKR-137569,47040,2024-08-19 00:00:00,50944,50944.321899999995,47040.001754385965,23.795963753654398
VKR-137572,38034,2024-08-19 00:00:00,41191,51373.514800000004,47436.30175438597,19.4073033524986
VKR-137573,16626,2024-08-19 00:00:00,18006,18006.38,16626.38965835642,6.6676989768312
VKR-137574,796,2024-08-19 00:00:00,862,862.2935,796.2082179132041,0.0768022600884
VKR-137575,38427,2024-08-19 00:00:00,41616,41616.4411,38427.0000923361,18.911445245462
VKR-137576,35798,2024-08-19 00:00:00,38769,38768.6939,35797.50129270545,16.2278657786784
VKR-137577,16626,2024-08-19 00:00:00,18006,18006.379999999997,16626.389658356416,6.6316928145005996
VKR-137578,0,2024-08-19 00:00:00,0,0.0308,0.028439519852262236,0.00045359237000000004
VKR-137579,32707,2024-08-19 00:00:00,35422,35422.0208,32707.31375807941,15.8393775215445
VKR-137580,16632,2024-08-19 00:00:00,18012,18012.4567,16632.000646352724,7.4405432646083
VKR-137581,6403,2024-08-19 00:00:00,6934,6934.2771,6402.841274238228,3.0380891194808
VKR-137582,16632,2024-08-19 00:00:00,18012,18012.4567,16632.000646352724,7.3265373583325
VKR-137583,16626,2024-08-19 00:00:00,18006,18006.38,16626.38965835642,6.624702956078899
VKR-137584,3085,2024-08-19 00:00:00,3341,3341.3874,3085.306925207756,1.5159646675481
VKR-137585,37934,2024-08-19 00:00:00,41083,41082.8969,37934.34616805171,19.2491039416137
VKR-137586,16626,2024-08-19 00:00:00,18006,18006.38,16626.38965835642,6.7477172068229
VKR-137587,22538,2024-08-19 00:00:00,24409,24408.5527,22537.90646352724,10.585711934875
VKR-137588,8335,2024-08-19 00:00:00,9027,9027.0003,8335.180332409973,3.9459905354253997
VKR-137589,16626,2024-08-19 00:00:00,18006,18006.379999999997,16626.389658356416,6.716705096486
VKR-137590,16632,2024-08-20 00:00:00,18012,18012.4567,16632.000646352724,7.4685253779136
VKR-137591,39997,2024-08-20 00:00:00,43317,43316.888,39997.12650046168,21.381890729429998
VKR-137592,39997,2024-08-20 00:00:00,43317,43316.888,39997.12650046168,21.4008735701145
VKR-137598,73987,2024-08-20 00:00:00,80128,80128.391,73987.43397968606,29.735365749366203
VKR-137599,36385,2024-08-20 00:00:00,39405,48028.3443,44347.50166204986,17.1168660005651
VKR-137600,13080,2024-08-20 00:00:00,14166,14165.640500000001,13080.000461680518,5.9365035404675
VKR-137601,21530,2024-08-20 00:00:00,23317,23317.4947,21530.466020313943,9.428325643583001
VKR-137602,12809,2024-08-20 00:00:00,13872,13872.147,12809.000000000002,6.334163435322799
VKR-137603,41967,2024-08-20 00:00:00,45450,45450.0543,41966.80914127424,21.630010291743698
VKR-137604,38616,2024-08-20 00:00:00,41821,41821.2358,38616.09953831949,18.1845317210711
VKR-137605,7768,2024-08-20 00:00:00,8413,8412.7512,7768.006648199447,2.8091111551811
VKR-137606,17155,2024-08-20 00:00:00,18578,18578.4476,17154.61458910434,7.9161620800955
VKR-137607,49000,2024-08-20 00:00:00,53067,53067.4937,49000.45586334257,24.4726509949152
VKR-137608,29156,2024-08-20 00:00:00,31576,31576.1109,29156.150415512468,12.556502743669498
VKR-137609,20475,2024-08-20 00:00:00,22174,22174.4258,20475.00073868883,8.780368943038
VKR-137610,36900,2024-08-21 00:00:00,39963,39962.7015,36900.001385041556,18.0063606381351
VKR-137611,5518,2024-08-21 00:00:00,5975,5975.4527,5517.500184672207,2.3750005774726
VKR-137612,2326,2024-08-21 00:00:00,2519,2518.744,2325.710064635273,0.7542424646834
VKR-137613,45790,2024-08-21 00:00:00,49591,49590.8291,45790.239242843956,21.9433564368634
VKR-137614,35284,2024-08-21 00:00:00,38213,38213.0763,35284.465650969534,16.55702868974
VKR-137615,3550,2024-08-21 00:00:00,3844,3844.3919,3549.7616805170824,1.5420462288231
VKR-137616,1,2024-08-21 00:00:00,1,1.2511,1.1552169898430287,0.00045359237000000004
VKR-137617,714,2024-08-21 00:00:00,774,773.639,714.34810710988,0.5491325308931
VKR-137618,4796,2024-08-21 00:00:00,5195,5194.5826,4796.4751615881805,2.2089494826630003
VKR-137619,43480,2024-08-21 00:00:00,47089,47089.3103,43480.43425669437,14.778765162391998
VKR-137620,16463,2024-08-21 00:00:00,17830,17829.714999999997,16463.26408125577,23.487180747776897
VKR-137621,2445,2024-08-21 00:00:00,2648,2647.5106,2444.608125577101,0.7478785637323
VKR-137622,21173,2024-08-21 00:00:00,22931,22930.8484,21173.45189289012,7.1278729721199
VKR-137623,4651,2024-08-21 00:00:00,5037,5037.4879,4651.420036934442,1.5222605296437002
VKR-137624,37996,2024-08-22 00:00:00,41150,41973.6295,38756.81394275162,21.311878747120502
VKR-137625,36900,2024-08-22 00:00:00,39963,39962.701499999996,36900.00138504155,17.969733054257603
VKR-137626,13307,2024-08-22 00:00:00,14411,14410.94,13306.500461680518,21.3076694099269
VKR-137627,13059,2024-08-22 00:00:00,14143,14142.897500000001,13059.000461680518,21.306063692937098
VKR-137628,36900,2024-08-22 00:00:00,39963,39962.7015,36900.001385041556,18.0874856335096
VKR-137629,12116,2024-08-22 00:00:00,13122,13122.0671,12116.405447830102,18.1940027297567
VKR-137630,19308,2024-08-22 00:00:00,20911,20910.617899999997,19308.04976915974,9.0976704136241
VKR-137631,2305,2024-08-22 00:00:00,2496,2496.1761,2304.871745152355,0.6746460755958
VKR-137632,6304,2024-08-22 00:00:00,6827,6827.4569,6304.207663896584,3.1452004217326
VKR-137633,19873,2024-08-22 00:00:00,21522,21522.3074,19872.86001846722,9.8336512494913
VKR-137634,355,2024-08-22 00:00:00,385,384.9525,355.4501385041551,0.00045359237000000004
VKR-137635,35305,2024-08-22 00:00:00,38235,38235.0186,35304.72631578948,16.2944395308233
VKR-137636,3065,2024-08-22 00:00:00,3320,3319.8301,3065.401754385965,1.4092343828871001
VKR-137637,36900,2024-08-23 00:00:00,39963,39962.7015,36900.001385041556,18.140746449595
VKR-137638,24257,2024-08-23 00:00:00,26270,32018.8962,29565.00110803324,11.3622484645439
VKR-137639,6120,2024-08-23 00:00:00,6628,6627.9602,6120.000184672207,1.565982298188
VKR-137641,1953,2024-08-23 00:00:00,2115,2114.5576,1952.5000923361035,1.3750017667232
VKR-137642,35508,2024-08-23 00:00:00,38455,38454.7187,35507.588827331485,15.629568370800998
VKR-137643,13614,2024-08-23 00:00:00,14744,14744.1927,13614.213019390581,6.6639250883128
VKR-137644,7507,2024-08-23 00:00:00,8130,8129.9121,7506.844044321329,3.5788347274526
VKR-137645,600,2024-08-23 00:00:00,650,649.8,600,0.031198083208600003
VKR-137646,10211,2024-08-23 00:00:00,11058,11058.1445,10210.65974145891,5.014694982458701
VKR-137647,36646,2024-08-26 00:00:00,39687,43223.0731,39910.50147737766,20.4788382159207
VKR-137648,66880,2024-08-26 00:00:00,72431,72431.0294,66879.99021237304,21.113944644623597
VKR-137649,25089,2024-08-26 00:00:00,27171,27170.9063,25088.556140350876,9.9775216774079
VKR-137650,24990,2024-08-26 00:00:00,27064,27064.171,24990.000923361033,14.930346660598602
VKR-137651,40005,2024-08-26 00:00:00,43325,43325.4166,40005.00147737766,22.651835967337497
VKR-137652,52839,2024-08-26 00:00:00,57225,57224.6391,52839.00193905817,16.922964334237502
VKR-137653,42201,2024-08-26 00:00:00,45704,45703.9554,42201.25152354571,22.714871698996404
VKR-137654,23520,2024-08-26 00:00:00,25472,25472.1609,23520.000831024932,7.2943912670705995
VKR-137660,39997,2024-08-27 00:00:00,43317,43316.888,39997.12650046168,21.398877763686503
VKR-137661,36646,2024-08-27 00:00:00,39687,43223.0731,39910.50147737766,20.369844505333397
VKR-137662,17175,2024-08-27 00:00:00,18600,18600,17174.515235457064,0.014061363470000001
VKR-137663,31202,2024-08-27 00:00:00,33792,33791.7708,31202.004432132962,10.063586293691701
VKR-137664,40005,2024-08-27 00:00:00,43325,43325.4166,40005.00147737766,22.6698617281213
VKR-137665,38082,2024-08-27 00:00:00,41243,41242.5111,38081.72770083103,20.640085767531996
VKR-137666,36646,2024-08-28 00:00:00,39687,43223.0731,39910.50147737766,20.342855759318397
VKR-137667,39997,2024-08-28 00:00:00,43317,43316.888,39997.12650046168,21.3398790041206
VKR-137668,36900,2024-08-28 00:00:00,39963,39962.7015,36900.001385041556,18.0471113766559
VKR-137669,25792,2024-08-28 00:00:00,27933,27932.9536,25792.200923361037,11.409009301967199
VKR-137670,2,2024-08-28 00:00:00,2,2.4303,2.24404432132964,0.00045359237000000004
VKR-137671,378698,2024-08-28 00:00:00,410130,410130,378698.06094182824,240.1052564525076
VKR-137672,13505,2024-08-28 00:00:00,14626,14625.6273,13504.734349030472,6.3209276099661995
VKR-137673,18987,2024-08-28 00:00:00,20563,20563.005800000003,18987.0783010157,9.529880439302302
VKR-137674,355,2024-08-28 00:00:00,385,384.9525,355.4501385041551,0.00045359237000000004
VKR-137675,0,2024-08-28 00:00:00,0,0.4106,0.3791320406278855,0.00045359237000000004
VKR-137676,8062,2024-08-28 00:00:00,8731,8730.7219,8061.608402585412,10.2357427418015
VKR-137677,0,2024-08-28 00:00:00,0,0.0103,0.00951061865189289,0.00045359237000000004
VKR-137678,36900,2024-08-29 00:00:00,39963,39962.701499999996,36900.00138504155,18.027611440669602
VKR-137679,378698,2024-08-29 00:00:00,410130,410130,378698.06094182824,243.7361953355021
VKR-137680,400,2024-08-29 00:00:00,433,433.2,400,0.0384011300442
VKR-137681,40966,2024-08-29 00:00:00,44366,44365.9089,40965.75152354571,22.5517235953548
VKR-137682,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.9830385498777
VKR-137683,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.8970147569072
VKR-137684,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.9370352117123
VKR-137685,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.9370261398649
VKR-137686,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.9570068837634
VKR-137687,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.983034013954
VKR-137688,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.942029263706
VKR-137689,19958,2024-08-29 00:00:00,21615,21614.948,19958.40073868883,8.8850308464918
VKR-137690,40871,2024-08-29 00:00:00,44264,44263.5654,40871.25152354571,22.5258824380359
VKR-137691,41801,2024-08-29 00:00:00,45270,45270.4099,41800.9325023084,21.054759912186
VKR-137692,16142,2024-08-29 00:00:00,17481,17481.3331,16141.581809787627,8.4139479547046
VKR-137693,3709,2024-08-29 00:00:00,4017,4016.9257,3709.0726685133886,1.5628434389876
VKR-137694,6277,2024-08-30 00:00:00,6798,6797.5992,6276.638227146815,3.1193320488714997
VKR-137695,77616,2024-08-30 00:00:00,84058,84058.1311,77616.0028624192,34.6954482104769
VKR-137696,89760,2024-08-30 00:00:00,97210,97210.0836,89760.00332409973,22.868798269755903
