INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY,$ Act Extended Cost,$ Std Extended Cost
VKR-133520,37680,2/24/2023 0:00,40807,40807.4523,37680.01135734072,19.749448077189598,40229.636,41306.4864
VKR-133521,1319,2/24/2023 0:00,1429,1428.5334,1319.052077562327,0.577668027,1355.3871,1416.7156
VKR-133522,38821,2/24/2023 0:00,42043,48442.5918,44730.001662049865,20.321849896663696,33544.2344,39129.3315
VKR-133523,2953,2/24/2023 0:00,3198,3198.4767,2953.3487534626042,1.410894531,3199.22,3464.7553
VKR-133524,7540,2/27/2023 0:00,8166,8165.8853,7540.060295475531,4.542178738782301,8712.5011,8312.6748
VKR-133525,7540,2/27/2023 0:00,8166,8165.8853,7540.060295475531,4.772168214067101,9111.3011,8312.6748
VKR-133526,7540,2/27/2023 0:00,8166,8165.8853,7540.060295475531,4.41217463,8540.4411,8312.6748
VKR-133527,7540,2/27/2023 0:00,8166,8165.8853,7540.060295475531,4.3851722758305005,8465.8311,8312.6748
VKR-133528,36774,2/27/2023 0:00,39826,39826.265,36774.02123730379,19.5695352,39568.002,40314.2418
VKR-133530,754,2/27/2023 0:00,817,816.5874,754.0049861495845,0.453674017,884.8701,831.2675
VKR-133531,86952,2/27/2023 0:00,94169,94169.04119999999,86952.02326869806,47.341789458948604,94250.348,95328.2592
VKR-133532,15000,2/27/2023 0:00,16245,16245.0006,15000.00055401662,0.45359237,19294.37,19294.3706
VKR-133533,15000,2/27/2023 0:00,16245,16245.0006,15000.00055401662,0.45359237,19277.4,19277.4
VKR-133534,4778,2/28/2023 0:00,5175,5174.5216,4777.951616,1.3332984842254003,3623.844,4625.5472
VKR-133535,345,2/28/2023 0:00,374,373.7026,345.0624192059095,0.03840113,329.3,318.8677
VKR-133536,14102,2/28/2023 0:00,15272,15272.145199999999,14101.703785780239,6.404488396367601,11490.3091,15038.7546
VKR-133537,6793,2/28/2023 0:00,7357,7357.2708,6793.417174515236,3.048249589,6517.4151,6720.2099
VKR-133538,18840,2/28/2023 0:00,20404,20403.7316,18840.010710987997,9.899326889,20106.248,20653.2432
VKR-133539,34056,2/28/2023 0:00,36883,36882.6602,34056.011265004614,18.70646232,37074.24,37337.508
VKR-133540,16598,2/28/2023 0:00,17976,17976.0224,16598.358633425672,7.711551098,18327.4153,19125.6609
VKR-133541,34056,2/28/2023 0:00,36883,36882.6494,34056.00129270545,18.736000252669697,37069.86,37337.508
VKR-133542,9765,2/28/2023 0:00,10575,10575.4954,9765.000369344414,4.142999309,11151.6812,10562.7156
VKR-133543,3910,2/28/2023 0:00,4235,4234.5301,3910.0000923361035,0.502144897,2348.2,4140.1574
VKR-133544,32755,2/28/2023 0:00,35474,35473.6839,32755.01745152355,10.439469218863302,30585.977000000003,27745.7452
VKR-133545,30790,2/28/2023 0:00,33346,39352.95,36336.98060941828,18.04101056,30995.5701,34178.1804
VKR-133546,16598,2/28/2023 0:00,17976,17976.0224,16598.358633425672,7.773570782662301,18261.3253,20367.8186
VKR-133547,30656,3/1/2023 0:00,32557,32556.9232,30656.236534839925,17.17374648,34853.345,39199.7475
VKR-133548,0,3/1/2023 0:00,0,0.0106,0.009981168,0.000453592,0,0
VKR-133549,26550,3/1/2023 0:00,28196,33663,31697.74011299435,14.45601151,28254.235,29884.68
VKR-133551,10060,3/1/2023 0:00,10684,10683.7153,10059.995574387947,17.98958679,14687.39,14215.613399999998
VKR-133552,10060,3/1/2023 0:00,10684,10683.7153,10059.995574387947,17.69858461,19838.04,14215.613399999998
VKR-133553,10060,3/1/2023 0:00,10684,10683.7153,10059.995574387947,17.91458076,14667.96,14215.613399999998
VKR-133554,10060,3/1/2023 0:00,10684,10683.7153,10059.995574387947,18.214577679659897,14745.55,14215.613399999998
VKR-133555,47412,3/1/2023 0:00,50351,50351.1746,47411.65216572504,21.240678352801602,48805.05,51129.2147
VKR-133556,38540,3/1/2023 0:00,40929,40929.4018,38539.926365348394,16.264057913880702,38968.31,40301.4238
VKR-133557,19168,3/1/2023 0:00,20356,20356.1928,19167.789830508475,8.860840765,20864.61,21727.9996
VKR-133558,5302,3/1/2023 0:00,5631,5630.6153,5301.897645951036,2.382366918,4182.0901,4962.726
VKR-133559,22557,3/1/2023 0:00,23956,23955.6828,22557.140112994348,9.980964443,23432.3233,20479.947900000003
VKR-133560,30656,3/1/2023 0:00,32557,32556.933800000003,30656.246516007534,17.21194803,35095.552,39199.7475
VKR-133561,30656,3/1/2023 0:00,32557,32556.933800000003,30656.246516007534,17.257198407995702,34975.345,39199.7475
VKR-133562,778416,2/28/2023 0:00,843024,843024,778415.5125,481.2767634173268,827006.76,843359.9981
VKR-133563,30656,3/2/2023 0:00,32557,32556.933800000003,30656.246516007534,17.361343216147702,35124.085,39199.7475
VKR-133564,23526,3/2/2023 0:00,24985,24984.8632,23526.23653483992,7.615144576,21828.2682,27705.7321
VKR-133565,26301,3/2/2023 0:00,27931,27931.4241,26300.775988700563,12.22046337,22650.3242,27588.1793
VKR-133566,10060,3/2/2023 0:00,10684,10683.7153,10059.995574387947,18.014588803726898,14693.84,14215.613399999998
VKR-133567,10060,3/2/2023 0:00,10684,10683.7153,10059.995574387947,17.68558919,14608.72,14215.613399999998
VKR-133568,10060,3/2/2023 0:00,10684,10683.7153,10059.995574387947,17.66259205,10845.6163,14215.613399999998
VKR-133569,10060,3/2/2023 0:00,10684,10683.7153,10059.995574387947,17.64243894,9875.7975,14215.613399999998
VKR-133570,2123,3/2/2023 0:00,2254,2254.333,2122.7241054613937,1.146999026,2833.74,3017.1739
VKR-133571,38291,3/2/2023 0:00,40665,40665.4489,38291.383145009415,18.07746124,30216.4377,34095.2976
VKR-133572,30656,3/2/2023 0:00,32557,32556.9232,30656.236534839925,17.22074319,34903.645,39199.7475
VKR-133573,0,3/2/2023 0:00,0,0.0106,0.009981168,0.000453592,0,0
VKR-133574,384572,3/2/2023 0:00,408416,408415.8,384572.31638418074,133.7926260380325,504456.23000000004,504456.2127
VKR-133575,29163,3/3/2023 0:00,30971,37226.482,35053.18456,16.3814703,29515.2393,30937.3344
VKR-133576,24302,3/3/2023 0:00,25809,31022.0684,29210.987193973633,13.65122525,24521.0627,25781.112
VKR-133577,30656,3/3/2023 0:00,32557,32556.933800000003,30656.246516007534,17.19218955,35251.355,39199.7475
VKR-133578,750,3/6/2023 0:00,797,796.5039,750.0036723163842,17.55883733,0,0
VKR-133579,68150,3/2/2023 0:00,72376,72375.5337,68150.22005649717,21.8097372,61913.1436,60817.554
VKR-133580,20459,3/3/2023 0:00,21728,21727.7139,20459.240960451974,8.922656334,17781.264,21778.1154
VKR-133581,12447,3/3/2023 0:00,13219,13219.2392,12447.494538606403,24.623973945470905,17957.432500000003,17058.6193
VKR-133582,15101,3/3/2023 0:00,16038,16037.7815,15101.489171374764,7.368471973,17071.74,17778.188
VKR-133583,1458,3/3/2023 0:00,1549,1548.6801,1458.2675141242937,0.545045664,1266.06,1295.332
VKR-133584,5448,3/3/2023 0:00,5785,5785.2991,5447.5509416195855,1.7180854276200999,4710.9762,5896.6382
VKR-133585,12526,3/3/2023 0:00,13303,13303.0092,12526.374011299435,4.142999309,11151.6812,16389.1345
VKR-133586,30338,3/6/2023 0:00,32219,32219.03,30338.069679849337,14.07612337,33303.2775,38281.9883
VKR-133587,38821,3/6/2023 0:00,41227,47503.2391,44729.98032015066,20.48084763,36555.7641,38671.668
VKR-133588,36489,3/7/2023 0:00,38751,38750.9929,36488.69387947269,16.71208471,31026.6504,39962.635200000004
VKR-133589,45815,3/7/2023 0:00,48656,48655.8489,45815.30028248587,21.41948447,49506.25,51376.3952
VKR-133593,5627,3/7/2023 0:00,5976,5976.3758,5627.472504708097,3.000250444,5087.6763,5678.6414
VKR-133594,35708,3/7/2023 0:00,37922,37922.3041,35708.38427495292,19.70760418,35627.2712,36936.5724
VKR-133595,1676,3/7/2023 0:00,1779,1779.4388,1675.5544256120525,0.993503368,1916.339,1777.4694
VKR-133596,45815,3/7/2023 0:00,48656,48655.8489,45815.30028248587,21.36448185,49915.17,52643.3612
VKR-133597,32755,3/7/2023 0:00,34786,34785.812,32755.00188323917,10.528464041857301,30111.9441,27207.738999999998
VKR-133601,660,3/7/2023 0:00,700,700.4163,659.5257062146892,0.283835426,716.9335,739.7361
VKR-133602,11250,3/7/2023 0:00,11947,11947.4947,11249.995009416194,23.812905428673897,14486.5609,17037.2412
VKR-133603,30338,3/9/2023 0:00,32219,32219.03,30338.069679849337,14.10211874,33511.083,38281.9883
VKR-133604,41030,3/9/2023 0:00,43574,43574.2656,41030.38192090395,19.37099328,38586.226,42982.9632
VKR-133605,3523,3/9/2023 0:00,3742,3741.8261,3523.3767419962337,1.4451226112014999,2414.8175,3887.1536
VKR-133606,37757,3/9/2023 0:00,40098,40097.7146,37756.793408662896,19.788053323800302,41030.3428,43400.9664
VKR-133607,37757,3/9/2023 0:00,40098,40097.7146,37756.793408662896,19.74707125,40151.416,43400.9664
VKR-133608,37757,3/9/2023 0:00,40098,40097.7146,37756.793408662896,19.864823832422804,41343.5976,43400.9664
VKR-133609,21114,3/9/2023 0:00,22423,22423.0581,21113.99068,8.16551995,22651.9989,20307.5003
VKR-133610,11415,3/7/2023 0:00,12123,12122.7342,11415.00395480226,22.5618886,18369.925099999997,17856.691000000003
VKR-133611,39876,3/8/2023 0:00,42348,42348.3894,39876.07288135593,18.337637289640902,41589.8,44168.3676
VKR-133612,874,3/8/2023 0:00,929,928.645,874.4303201506591,0.269860245,724.7648,907.171
VKR-133613,33134,3/8/2023 0:00,35189,35188.605,33134.27966101695,14.70298802,34323.6723,38699.0464
VKR-133614,5832,3/9/2023 0:00,6194,6193.5699,5831.986723163842,2.191018976,4923.2,4952.1591
VKR-133615,14860,3/8/2023 0:00,15781,15781.471300000001,14860.142467043315,5.321114772,11962.439999999999,12282.3698
VKR-133616,37757,3/9/2023 0:00,40098,40097.7146,37756.793408662896,19.74231761,40180.2384,43400.9664
VKR-133617,53786,3/9/2023 0:00,57121,57120.9724,53786.22637,21.456851404496202,47040.0758,43898.7789
VKR-133619,30338,3/9/2023 0:00,32219,32219.03,30338.069679849337,14.142116519631099,33583.823,38281.9883
VKR-133620,37757,3/10/2023 0:00,40098,40097.7146,37756.793408662896,19.78231084,41317.28,43400.9664
VKR-133621,37757,3/9/2023 0:00,40098,40097.7146,37756.793408662896,19.91943182,40652.4356,43400.9664
VKR-133622,37757,3/10/2023 0:00,40098,40097.7146,37756.793408662896,19.94480578,41467.7792,43400.9664
VKR-133623,37757,3/10/2023 0:00,40098,40097.7146,37756.793408662896,19.84531936,40650.528,43400.9664
VKR-133624,887,3/10/2023 0:00,942,942.2681,887.2580979284369,0.259931108,724.7748,907.1816
VKR-133625,45795,3/10/2023 0:00,48634,48633.950000000004,45794.67984934087,22.67295976,39294.3183,41957.8677
VKR-133626,37757,3/10/2023 0:00,40098,40097.7146,37756.793408662896,19.859435155067203,40678.2756,43400.9664
VKR-133627,37757,3/10/2023 0:00,40098,40097.7146,37756.793408662896,19.813309346961905,41060.7596,43400.9664
VKR-133628,23915,3/10/2023 0:00,25398,25397.5064,23914.789453860638,11.97699767,24565.3742,22206.0802
VKR-133629,37757,3/13/2023 0:00,40098,40097.7146,37756.793408662896,19.8736961,43211.2348,43400.9664
VKR-133630,37757,3/13/2023 0:00,40098,40097.7146,37756.793408662896,19.99156661,43756.2144,43400.9664
VKR-133631,13108,3/13/2023 0:00,13921,13920.532599999999,13107.846139359697,5.185667554,11671.35,11766.1847
VKR-133632,40589,3/13/2023 0:00,43105,43105.2866,40588.78210922787,21.983998313215398,37501.65,41249.7792
VKR-133633,10828,3/13/2023 0:00,11499,11499.469,10828.125235404896,0.000453592,0,0
VKR-133634,40589,3/13/2023 0:00,43105,43105.2866,40588.78210922787,22.00099896,38049.1144,41249.7792
VKR-133635,40589,3/13/2023 0:00,43105,43105.2866,40588.78210922787,21.964008497469504,37456.45,41249.7792
VKR-133636,19980,3/13/2023 0:00,21219,21218.7507,19979.991242937853,1.498401571,11363.38,9282.0605
VKR-133637,21559,3/13/2023 0:00,22895,22895.2337,21558.600470809793,11.99945503,20347.3353,22714.5658
VKR-133638,12263,3/13/2023 0:00,13023,13022.7799,12262.50461393597,6.892825942,13990.2,15679.899
VKR-133639,40589,3/13/2023 0:00,43105,43105.2866,40588.78210922787,21.95001064,37426.14,41249.7792
VKR-133640,40589,3/13/2023 0:00,43105,43105.2866,40588.78210922787,21.952001907435598,37276.42,41249.7792
VKR-133641,40589,3/13/2023 0:00,43105,43105.2866,40588.78210922787,21.941986587905998,37414.72,41249.7792
VKR-133642,41643,3/13/2023 0:00,44225,44224.8465,41642.981638418074,22.7086212,39864.3529,41632.2585
VKR-133643,21114,3/13/2023 0:00,22423,22423.0581,21113.99068,8.171520976634401,22643.6546,20307.5003
VKR-133644,17116,3/13/2023 0:00,18178,18177.5159,17116.30499,6.454002539,13143.0995,13194.7234
VKR-133645,3308,3/14/2023 0:00,3513,3513.2235,3308.120056497175,1.549916056,3053.95,2917.7176
VKR-133646,5860,3/14/2023 0:00,6223,6223.0322,5859.729001883238,2.9348288164503002,6627.68,7038.5962
VKR-133647,37498,3/14/2023 0:00,39823,39823.2017,37498.306685499054,16.52503228,39444.92,39444.9314
VKR-133648,4142,3/14/2023 0:00,4399,4398.5896999999995,4141.798210922787,1.7281188908445002,3730.5499,4382.4811
VKR-133649,38821,3/14/2023 0:00,41227,47503.2391,44729.98032015066,20.48285251,36635.1741,38671.668
VKR-133650,16748,3/14/2023 0:00,17786,17786.09,16747.73069679849,5.992866928,11761.9624,10944.5472
VKR-133651,16748,3/14/2023 0:00,17786,17786.09,16747.73069679849,6.067895642,11861.8324,10944.5472
VKR-133652,15861,3/14/2023 0:00,16844,16844.1622,15860.793032015064,5.904525278,15925.371799999999,15254.9609
VKR-133653,16748,3/14/2023 0:00,17786,17786.09,16747.73069679849,6.052895342609499,11739.4424,10944.5472
VKR-133654,16748,3/14/2023 0:00,17786,17786.09,16747.73069679849,6.108882249,11710.9824,10944.5472
VKR-133655,3308,3/14/2023 0:00,3513,3513.2235,3308.120056497175,1.532225954,3158.52,3017.6199
VKR-133656,14722,3/14/2023 0:00,15635,15635.1417,14722.355649717514,18.21151593,13473.063,20916.228000000003
VKR-133657,30338,3/14/2023 0:00,32219,32219.03,30338.069679849337,14.10811977,32958.5655,38281.9883
VKR-133659,43961,3/15/2023 0:00,46687,46686.9863,43961.380696798486,23.96599285,40645.4906,45429.1315
VKR-133660,39788,3/14/2023 0:00,42254,42254.4657,39787.63248587571,22.522852441004304,43834.1232,45469.317599999995
VKR-133662,83000,3/15/2023 0:00,88146,88145.9612,82999.96346516008,0.000453592,0,0
VKR-133663,9000,3/15/2023 0:00,9558,9557.9958,8999.996045,0.002721554,0,0
VKR-133664,49125,3/15/2023 0:00,52171,52170.5996,49124.85838041431,15.16648685,43899.3427,42407.699
VKR-133665,40399,3/15/2023 0:00,42903,42903.4537,40398.73229755178,22.523850344218296,43819.3632,45469.317599999995
VKR-133666,11415,3/16/2023 0:00,12123,12122.724600000001,11414.994915254238,22.16589339,18372.755100000002,17789.105300000003
VKR-133667,13227,3/16/2023 0:00,14047,14047.1059,13227.030037664783,4.744213316,8574.8884,9671.0818
VKR-133668,15819,3/16/2023 0:00,16799,16799.4414,15818.683050847456,6.258830815,17733.248199999998,15934.258600000001
VKR-133669,12781,3/17/2023 0:00,13574,13573.628400000001,12781.194350282487,22.86198531,13564.731,17413.6034
VKR-133670,4089,3/17/2023 0:00,4343,4342.8347,4089.2982109227873,1.726118548,3283.0645,4007.5632
VKR-133671,8130,3/17/2023 0:00,8634,8634.2155,8130.146421845574,4.366370872,9324.8258,9015.5835
VKR-133672,1708,3/17/2023 0:00,1814,1814.1681,1708.2562146892656,0.545045664,1266.07,1295.3426
VKR-133673,9452,3/17/2023 0:00,10038,10037.7583,9451.749811676082,4.086908077,7980.060000000001,7876.2805
VKR-133674,40298,3/17/2023 0:00,42796,42795.966,40297.51977,21.23272234,40868.488,42816.2186
VKR-133675,33415,3/17/2023 0:00,35487,35486.9268,33415.185310734465,15.9979897,34101.1392,34327.2384
VKR-133676,33415,3/17/2023 0:00,35487,35486.9268,33415.185310734465,16.00898932,34175.6392,34327.2384
VKR-133677,11342,3/17/2023 0:00,12045,12045.460799999999,11342.241807909602,5.323908901,12652.070000000002,13101.809
VKR-133678,33415,3/20/2023 0:00,35487,35486.9268,33415.185310734465,16.11199107,34601.2992,34327.2384
VKR-133679,33415,3/20/2023 0:00,35487,35486.9268,33415.185310734465,15.96099017,33956.0592,34327.2384
VKR-133680,33415,3/20/2023 0:00,35487,35486.9268,33415.185310734465,15.94599441,33936.3792,34327.2384
VKR-133681,33415,3/20/2023 0:00,35487,35486.9268,33415.185310734465,15.94599441,33980.2392,34327.2384
VKR-133682,36650,3/20/2023 0:00,38923,38922.5484,36650.23389830508,13.73786593,30587.667,31691.0146
VKR-133683,53479,3/21/2023 0:00,56795,56794.8058,53479.10150659134,21.349386300195796,44273.1824,43898.7789
VKR-133684,43560,3/21/2023 0:00,46261,46260.6996,43559.98079096045,24.11473033,44718.0352,43614.747
VKR-133685,2986,3/21/2023 0:00,3171,3171.1068,2985.9762711864405,1.082085422,2532.12,2590.664
VKR-133686,15466,3/21/2023 0:00,16425,16425.4158,15466.493220338982,4.634344172,12089.0345,14149.026000000002
VKR-133687,10210,3/21/2023 0:00,10843,10842.6677,10209.668267419962,4.548374811,9065.3668,11527.4259
VKR-133688,43360,3/21/2023 0:00,46048,46048.0342,43359.73088512241,22.675631423067703,39702.9745,41632.2585
VKR-133689,17034,3/21/2023 0:00,18090,18090.100000000002,17033.992467043317,7.140147181652099,13848.223399999999,13630.153999999999
VKR-133690,10038,3/22/2023 0:00,10660,10660.351299999998,10037.995574387945,4.109066064287799,8530.1317,8422.6264
VKR-133691,37029,3/22/2023 0:00,39325,39324.515199999994,37028.73370998116,20.0156569,45823.615099999995,39325.86
VKR-133692,38518,3/22/2023 0:00,40906,40905.6,38517.51412429378,19.86797176,45062.5344,46388.16
VKR-133693,38518,3/22/2023 0:00,40906,40905.6,38517.51412429378,19.880985328565902,45093.2844,46388.16
VKR-133694,38518,3/22/2023 0:00,40906,40905.6,38517.51412429378,19.870974544960003,45129.4644,46388.16
VKR-133695,38518,3/22/2023 0:00,40906,40905.6,38517.51412429378,19.87998289,45129.4844,46388.16
VKR-133696,3741,3/22/2023 0:00,3973,3973.3722,3741.4050847457625,1.778063947,4172.92,4345.5978
VKR-133697,11877,3/22/2023 0:00,12613,12613.2235,11876.858286252353,4.817001284,9751.068,13064.3948
VKR-133698,42608,3/22/2023 0:00,45249,45249.3442,42607.66873822975,22.52588244,42400.0862,41636.4003
VKR-133699,12955,3/22/2023 0:00,13758,13758.376499999998,12955.156779661014,5.019480381962199,10662.794000000002,10239.9739
VKR-133700,12547,3/22/2023 0:00,13325,13325.2604,12547.32617702448,6.040489591,10989.6392,14541.2332
VKR-133701,3693,3/22/2023 0:00,3922,3921.8101,3692.853201506591,1.503645099,3078.81,3078.8123
VKR-133702,1152,3/23/2023 0:00,1223,1223.4235,1151.999529190207,0.115198854,1012.1,1003.59
VKR-133703,43029,3/23/2023 0:00,45697,45696.7779,43028.981073446324,17.06501586,34396.2787,35119.0231
VKR-133704,10696,3/23/2023 0:00,11359,11358.9612,10695.82033898305,4.272377461,8556.5672,8779.7558
VKR-133705,173,3/24/2023 0:00,184,184.0639,173.31817325800375,0.019200565,0,0
VKR-133706,5274,3/24/2023 0:00,5601,5600.8921,5273.909698681732,2.270683404,5735.4682,5917.8888
VKR-133707,41215,3/24/2023 0:00,43771,43770.5072,41215.16685499058,22.4268723,38708.5009,42481.6461
VKR-133708,35539,3/24/2023 0:00,37742,37742.1359,35538.73436911488,16.46685906,42956.71,42007.41
VKR-133709,35539,3/24/2023 0:00,37742,37742.1359,35538.73436911488,16.34286052,42427.79,42007.41
VKR-133710,43399,3/24/2023 0:00,46090,46089.8505,43399.10593220339,22.51788107,42401.0962,41636.4003
VKR-133711,14397,3/24/2023 0:00,15289,15289.416299999999,14396.813841807907,6.0516887869052995,10463.2269,12647.3367
VKR-133712,4158,3/24/2023 0:00,4416,4415.7941,4157.998210922787,6.070385864396701,3315.9893,5588.8812
VKR-133713,11279,3/24/2023 0:00,11978,11977.8414,11278.570056497174,5.031482436,10093.243999999999,10239.9739
VKR-133714,215,3/24/2023 0:00,228,228.3299,214.99990583804143,0.000453592,0,0
VKR-133715,836,3/24/2023 0:00,888,888.2296,836.3743879472693,1.193142978,724.6543,1191.8401
VKR-133716,38994,3/24/2023 0:00,41411,41411.1601,38993.55941619586,19.26794163,42947.73,41649.0062
VKR-133717,41144,3/27/2023 0:00,43695,43694.9019,41143.97542372881,21.72788192,37504.136,40461.4035
VKR-133718,13804,3/27/2023 0:00,14660,15081.455399999999,14200.993785310733,23.470973892396803,21150.19,20810.0174
VKR-133719,35539,3/27/2023 0:00,37742,37742.1359,35538.73436911488,16.401496401990702,42009.68,42007.41
VKR-133720,1213,3/27/2023 0:00,1288,1288.4476,1213.227495291902,0.134399419,615.36,1170.7594
VKR-133721,11434,3/27/2023 0:00,12142,12142.4679,11433.585593220338,4.741573409,11363.981,12117.844799999999
VKR-133722,42922,3/27/2023 0:00,45583,45583.071,42921.912429378535,14.95913163,41992.2437,46907.3718
VKR-133729,38518,3/27/2023 0:00,40906,40905.6,38517.51412429378,19.883983574131598,45101.9444,46388.16
VKR-133730,42241,3/27/2023 0:00,44860,44860.4533,42241.48145009416,22.54388552,42280.3062,41636.4003
VKR-133731,42241,3/27/2023 0:00,44860,44860.4533,42241.48145009416,22.59885638,41968.3562,41636.4003
VKR-133732,4000,3/27/2023 0:00,4248,4247.9982,3999.9983050847454,0.9600010355628001,7165.45,8480.3461
VKR-133733,30338,3/27/2023 0:00,32219,32219.03,30338.069679849337,14.134119686147999,32277.5135,38281.9883
VKR-133735,39690,3/28/2023 0:00,42151,42150.7615,39689.982580037664,22.75985445,39892.041,42619.122
VKR-133736,5015,3/28/2023 0:00,5326,5325.7153,5014.797834274953,1.5001161501402998,3851.7429,4303.7338
