INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY,$ Act Extended Cost,$ Std Extended Cost
VKR-135370,30581,9/19/2023 0:00,33242,33241.6718,30581.11481140754,13.10598908,30430.695,33719.4574
VKR-135371,50871,9/18/2023 0:00,55297,55296.7076,50870.93615455382,21.37739109,47413.4573,49009.699499999995
VKR-135372,45063,9/19/2023 0:00,48984,48983.6481,45063.15372585096,23.239727966247102,51929.68,50873.6435
VKR-135373,16491,9/19/2023 0:00,17926,17926.1527,16491.40082796688,7.705912945,17046.3151,19238.7478
VKR-135374,8748,9/18/2023 0:00,9509,9509.078,8748.001839926403,4.080231197,8714.7347,8722.6098
VKR-135375,39911,9/18/2023 0:00,43383,43382.723,39910.50873965042,22.415863608692398,37603.7427,41619.3278
VKR-135376,34371,9/19/2023 0:00,37361,37361.2228,34370.950137994485,20.46634628,40636.789300000004,43494.131
VKR-135377,32691,9/18/2023 0:00,35535,35534.9007,32690.80101195952,15.41874317,27245.68,27245.6441
VKR-135378,29422,9/18/2023 0:00,31981,31981.4106,29421.720883164675,13.90446133,24521.05,24521.046
VKR-135379,8981,9/19/2023 0:00,9762,9762.11,8980.781968721252,20.283784424973298,14975.8918,14395.9236
VKR-135380,13799,9/19/2023 0:00,15000,15431.0554,14196.003127874885,23.63689798,21070.46,21398.682
VKR-135381,39572,9/19/2023 0:00,43015,43014.6375,39571.88362465501,22.50187833,38210.061,40523.6318
VKR-135382,39572,9/20/2023 0:00,43015,43014.6375,39571.88362465501,22.48987628,38186.8304,40523.6318
VKR-135383,40340,9/20/2023 0:00,43849,43849.2499,40339.696320147195,22.47187319,37970.201,40523.6318
VKR-135384,17006,9/20/2023 0:00,18486,18486.0163,17006.454737810487,5.296611712,13784.387,13816.52
VKR-135385,46570,9/20/2023 0:00,50622,50621.6325,46570.039098436064,21.139998990356403,45789.6144,41804.6069
VKR-135386,44253,9/20/2023 0:00,48103,48103.1395,44253.11821527139,21.192012427424302,42789,42132.8591
VKR-135387,37027,9/20/2023 0:00,40249,40248.7483,37027.36734130635,16.097657552946202,32315.4,32211.071
VKR-135388,31945,9/19/2023 0:00,34724,34724.153,31944.942962281508,17.07700884,30383.73,29970.1879
VKR-135389,333,9/19/2023 0:00,361,361.488,332.55565777368906,0.000453592,0,0
VKR-135390,13799,9/20/2023 0:00,15000,15431.0554,14196.003127874885,23.474180790452703,20854.357,21398.682
VKR-135391,22475,9/21/2023 0:00,24430,24430.0522,22474.74903403864,10.69382568,20819.15,20943.1747
VKR-135392,29041,9/21/2023 0:00,31567,31567.4118,29040.857221711132,15.566745827555998,27433.6,27245.6115
VKR-135393,956,9/20/2023 0:00,1039,1039.1722,956.0001839926402,0.018143695,0,0
VKR-135394,13441,9/21/2023 0:00,14610,14610.3662,13440.99926402944,6.093065483,11773.35,11977.3052
VKR-135395,38911,9/20/2023 0:00,42296,42296.3342,38911.07102115915,22.468049410860903,38361.150400000006,40691.029800000004
VKR-135396,36194,9/21/2023 0:00,39342,49100.8878,45171.009935602575,20.371853919532498,38733.6377,36842.778
VKR-135397,40340,9/21/2023 0:00,43849,43849.2499,40339.696320147195,22.47187319,37982.181,40523.6318
VKR-135398,1247,9/21/2023 0:00,1355,1355.4349,1246.9502299908004,2.508692393,1252.55,1821.1163
VKR-135399,11223,9/21/2023 0:00,12199,12198.9145,11222.552437902485,22.73213996,11890.9303,16390.0469
VKR-135400,13799,9/25/2023 0:00,15000,15431.0554,14196.003127874885,23.35090346,20968.8,21398.682
VKR-135401,5,9/21/2023 0:00,5,5.435,5,0.009071847,6.32,6.3155
VKR-135402,22192,9/22/2023 0:00,24122,24122.1867,22191.524103035877,10.500876553913898,18618.7202,20115.435
VKR-135403,49537,9/25/2023 0:00,53847,53846.730800000005,49537.010855565786,18.79700389,39272.852,39259.179
VKR-135404,45618,9/25/2023 0:00,49586,49586.369,45617.63477460902,23.02872133,44557,45037.6819
VKR-135405,10568,9/22/2023 0:00,11488,11487.6903,10568.252345906165,4.308370016,7690.9115,7700.6885
VKR-135406,13292,9/22/2023 0:00,14448,14448.0811,13291.702943882245,6.507721483855899,12885.7648,12961.7685
VKR-135407,37521,9/19/2023 0:00,40785,40784.9743,37520.67552897884,16.42903399,29366.06,29040.5746
VKR-135408,145,9/21/2023 0:00,158,157.615,145,0.000453592,0,0
VKR-135409,13836,9/25/2023 0:00,15040,15039.8017,13836.064121435144,4.180447896,10827.820800000001,13954.743
VKR-135410,2700,9/22/2023 0:00,2935,2935.2822,2700.351609935603,1.089270325,1906.18,1880.2274
VKR-135411,19217,9/22/2023 0:00,20888,20888.4216,19216.57920883165,10.65487116,20830.8454,18024.1992
VKR-135412,24517,9/25/2023 0:00,26650,26649.957599999998,24516.980312787487,12.174827443933001,20513.0804,22670.9285
VKR-135413,3465,9/25/2023 0:00,3766,3766.324,3464.8794848206076,1.4168955580164002,3199.22,3477.5521
VKR-135414,1703,9/25/2023 0:00,1852,1851.5962,1703.4003679852806,0.718345165,1574.3496,1856.0308
VKR-135415,1313,9/25/2023 0:00,1427,1426.6878,1312.5002759889603,0.000453592,0,0
VKR-135416,39393,9/25/2023 0:00,42820,42819.6569,39392.50865,21.302407738434898,42733.6854,38404.9601
VKR-135417,128326,9/25/2023 0:00,139490,139489.9692,128325.63863845446,61.27107137,96833.46,96833.4601
VKR-135421,36369,9/25/2023 0:00,39534,39533.6007,36369.45786568538,15.75507284,32030.9597,28188.214400000004
VKR-135422,19389,9/25/2023 0:00,21075,21075.3041,19388.504231830728,8.093158359,18305.055,21795.9805
VKR-135433,39623,9/26/2023 0:00,43070,43069.6669,39622.50864765409,19.80274064,46844.544,49042.179
VKR-135434,39623,9/26/2023 0:00,43070,43069.6669,39622.50864765409,19.70686936,46598.204,49042.179
VKR-135435,39623,9/26/2023 0:00,43070,43069.6669,39622.50864765409,19.83863341,47423.354,49042.179
VKR-135436,39623,9/26/2023 0:00,43070,43069.6669,39622.50864765409,19.69237709,46535.324,49042.179
VKR-135437,48137,9/26/2023 0:00,52325,52324.9305,48137.01057957682,18.558137612545302,39800.396,40237.479
VKR-135438,52267,9/26/2023 0:00,56814,56814.492,52267.241950321986,26.748995231912797,45355.14,45321.5302
VKR-135439,24921,9/26/2023 0:00,27089,27088.7662,24920.668077276907,9.180700496952598,25626.1524,31883.6449
VKR-135440,21728,9/26/2023 0:00,23619,23618.5478,21728.194848206072,9.381288114814001,19070.2152,18680.6712
VKR-135441,16038,9/26/2023 0:00,17433,17433.2325,16037.93238270469,7.075392335,12601.34,12879.6673
VKR-135442,13799,9/26/2023 0:00,15000,15431.0554,14196.003127874885,23.298903626837298,20984.91,21398.682
VKR-135443,12419,9/26/2023 0:00,13500,13887.9498,12776.402759889605,20.69861733,19090.837,19258.8138
VKR-135444,36194,9/26/2023 0:00,39342,49100.887800000004,45171.00993560258,20.29984159,39606.7278,36842.778
VKR-135445,12419,9/27/2023 0:00,13500,13887.9498,12776.402759889605,20.615619,19060.487,19258.8138
VKR-135446,23230,9/27/2023 0:00,25251,25250.8853,23229.88528058878,11.95443598,20171.22,20154.4148
VKR-135447,40859,9/26/2023 0:00,44414,44413.932799999995,40859.18380864765,18.99947845,32163.140400000004,34079.5805
VKR-135448,8465,9/27/2023 0:00,9202,9201.7288,8465.251885924565,2.0241242,4733.326,4399.9043
VKR-135449,6820,9/27/2023 0:00,7413,7413.3416,6820.001471941122,1.000452403,2372.38,2482.6971
VKR-135450,1766,9/12/2023 0:00,1920,1919.7185,1766.0703771849126,0.000453592,0,0
VKR-135451,210114,9/27/2023 0:00,228393,228393.4788,210113.59595216194,97.0278849,244192.51710000003,254965.5243
VKR-135452,14502,9/28/2023 0:00,15763,15763.1883,14501.553173873046,10.069537425586098,18256.3772,13949.5797
VKR-135453,5194,9/28/2023 0:00,5646,5645.531400000001,5193.681140754371,10.105788527796498,8120.7605,8324.5938
VKR-135454,16735,9/28/2023 0:00,18191,18191.247900000002,16735.278656853727,8.276622864687099,18212.2061,15267.621599999999
VKR-135455,3018,9/28/2023 0:00,3281,3280.9988000000003,3018.3981600735974,1.4791238952566998,3069.5104,3091.2106999999996
VKR-135456,40971,9/28/2023 0:00,44535,44535.3167,40970.85252989881,21.36358374,41059.4,41789.8889
VKR-135457,450,9/28/2023 0:00,489,489.1501,450.0000919963202,0.000453592,0,0
VKR-135458,46698,9/28/2023 0:00,50761,50760.794200000004,46698.06274149034,18.470730362846304,38687.276,39226.460300000006
VKR-135459,41266,9/28/2023 0:00,44856,44856,41265.86936522539,22.945967939663998,53687.1764,41070.3384
VKR-135460,41266,9/28/2023 0:00,44856,44856,41265.86936522539,22.949968624367397,46722.7932,41070.3384
VKR-135461,41266,9/28/2023 0:00,44856,44856,41265.86936522539,22.945967939663998,44180.8432,41070.3384
VKR-135462,41266,9/28/2023 0:00,44856,44856,41265.86936522539,22.957969993774196,45596.5932,41070.3384
VKR-135463,41332,9/28/2023 0:00,44928,44928.047999999995,41332.15087396504,19.69610108,42786.274,40530.425500000005
VKR-135464,13799,9/29/2023 0:00,15000,15431.0554,14196.003127874885,22.944901997594503,21198.1375,21398.682
VKR-135465,13799,9/29/2023 0:00,15000,15431.0554,14196.003127874885,22.990909871683602,21289.7,21398.682
VKR-135466,15986,9/29/2023 0:00,17377,17376.9891,15986.190524379024,7.728565348,17150.8622,19566.9783
VKR-135467,62872,9/29/2023 0:00,68342,68341.7703,62871.913799448026,20.281620789368397,55626.4001,56181.8124
VKR-135468,13804,9/29/2023 0:00,15005,15436.490399999999,14201.003127874885,23.05998292,21326.76,21404.9866
VKR-135469,13799,10/2/2023 0:00,14614,15033.565,14196.000944287065,23.204769602291197,21309.145,20847.474
VKR-135470,66276,9/29/2023 0:00,72042,72042.0278,66276.01453541858,21.74971332,60204.0411,60246.1598
VKR-135471,66276,9/29/2023 0:00,72042,72042.0278,66276.01453541858,21.74871541,60224.9241,60246.1598
VKR-135472,82514,10/2/2023 0:00,87383,87382.5966,82514.25552407933,22.14871585,62083.6545,58694.2808
VKR-135473,3663,10/2/2023 0:00,3879,3878.8259,3662.725118035883,1.7295340990388999,3348.11,3240.9954
VKR-135474,52211,10/2/2023 0:00,55292,55291.7175,52211.25354107649,21.43383159,44219.8292,40180.3133
VKR-135475,5560,10/2/2023 0:00,5888,5887.7756,5559.750330500472,1.71011581,4818.2353,6657.0223
VKR-135476,13799,10/4/2023 0:00,14614,15033.565,14196.000944287065,23.248908675815898,21265.07,20847.474
VKR-135477,36966,10/4/2023 0:00,39148,39147.5,36966.477809254015,16.563120435269102,37690.437099999996,35684.5935
VKR-135478,38598,10/4/2023 0:00,40875,40875,38597.73371104816,18.17122786,39913.9688,37790.415
VKR-135479,2268,10/3/2023 0:00,2402,2401.7762000000002,2267.9661945231355,0.765128682,1414.85,1365.7604999999999
VKR-135480,21194,10/3/2023 0:00,22445,22444.687100000003,21194.227667610958,9.132497236,6349.14,5899.688999999999
VKR-135481,21212,10/3/2023 0:00,22464,22463.9695,21212.43579,7.676166357,21074.647,23814.0719
VKR-135482,6401,10/4/2023 0:00,6778,6778.2887,6400.650330500473,2.635784439,5478.728,5030.3983
VKR-135483,19005,10/4/2023 0:00,20126,20126.296299999998,19005.001227573182,9.017860836122601,15563.2718,14225.335200000001
VKR-135484,35322,10/5/2023 0:00,37405,37405.4704,35321.50179414542,15.645611932927899,34613.4231,35335.6212
VKR-135485,30214,10/6/2023 0:00,31996,31996.3798,30213.767516525026,12.79453895,26645.1514,24652.5881
VKR-135486,21736,10/6/2023 0:00,23019,23018.751,21736.30878186969,9.633993495988399,21305.7896,21744.9977
VKR-135487,13799,10/6/2023 0:00,14614,15033.565,14196.000944287065,23.346902771430702,21437.61,20847.474
VKR-135488,61771,10/4/2023 0:00,65415,65415.228599999995,61770.754107648725,17.29613024,40495.0835,34642.802299999996
VKR-135489,5855,10/4/2023 0:00,6200,6200.2336,5854.800377714825,1.898832915,4255.4195,4554.1024
VKR-135490,14004,10/4/2023 0:00,14831,14830.6341,14004.375920679888,5.796003304,10883.4407,11427.234799999998
VKR-135491,49508,10/4/2023 0:00,52429,52428.744,49507.78470254958,23.31012097,45242.24,44807.9738
VKR-135492,37630,10/4/2023 0:00,39850,39850.1803,37630.00972615676,18.43721442,35426.450000000004,35252.2779
VKR-135493,708,10/5/2023 0:00,749,749.2581,707.5147309,0.21599615067029998,461.76,449.8632
VKR-135494,1120,10/5/2023 0:00,1186,1186.0801,1120.0000944287062,0.07680226,679.75,647.9386
VKR-135495,46737,10/5/2023 0:00,49494,49494.486300000004,46737.003116147316,18.37973066,38540.212,39772.863
VKR-135496,82514,10/5/2023 0:00,87383,87382.5966,82514.25552407933,22.11472363,61783.6259,58694.2808
VKR-135497,10721,10/6/2023 0:00,11354,11353.561000000002,10721.020774315393,4.840665197860799,9841.519499999999,9343.557
VKR-135498,39607,10/6/2023 0:00,41944,41944.1467,39607.315108593015,21.26234646,42758.4954,35376.6893
VKR-135500,13799,10/6/2023 0:00,14614,15033.565,14196.000944287065,23.15091004,21420.83,20847.474
VKR-135502,21454,10/6/2023 0:00,22719,22719.3639,21453.601416430596,11.958994586515901,20083.4421,19801.6056
VKR-135503,16383,10/6/2023 0:00,17350,17349.757,16383.151085930125,10.45886936,17820.4638,17314.7665
VKR-135504,36474,10/6/2023 0:00,38625,38625.492,36473.55240793201,13.768642169944199,25773.5514,25192.434599999997
VKR-135505,12419,10/6/2023 0:00,13152,13530.2085,12776.400849858359,20.91661382,19229.957,18762.7266
VKR-135506,82514,10/6/2023 0:00,87383,87382.5966,82514.25552407933,22.156717215864003,62097.6384,58694.2808
VKR-135507,17775,10/6/2023 0:00,18824,18823.7263,17775.001227573182,6.788989577,12722.58,12013.8255
VKR-135508,2296,10/6/2023 0:00,2432,2431.7289,2296.2501416430596,1.375001767,2281.38,2346.6593
VKR-135509,35875,10/9/2023 0:00,37991,37991.3099,35874.70245514637,21.089849817929203,36701.9678,37930.1395
VKR-135510,29402,10/9/2023 0:00,31137,31137.0484,29402.311992445706,17.44974837,30746.7796,31100.235399999998
VKR-135511,41155,10/9/2023 0:00,43583,43582.8832,41154.75278564684,22.41186292,37598.0427,37128.0105
VKR-135512,39643,10/9/2023 0:00,41982,41981.6751,39642.752691218135,22.40786224,38119.931,37103.0711
VKR-135517,74810,10/10/2023 0:00,79224,79224.0601,74810.25505193579,17.79412023,38348.496,40080.2378
VKR-135518,13425,10/10/2023 0:00,14218,14217.5395,13425.438621340889,7.102626021,11752.68,11449.9398
VKR-135519,17483,10/10/2023 0:00,18514,18513.9688,17482.501227573182,8.892596767223399,19591.9691,18632.0248
VKR-135520,9056,10/10/2023 0:00,9591,9590.5035,9056.188385269123,4.676823098,8211.3,7963.1505
VKR-135521,4800,10/10/2023 0:00,5083,5083.2003,4800.000283,0.383997693,3542.06,2996.7053
VKR-135525,13799,10/10/2023 0:00,14614,15033.565,14196.000944287065,23.142904138946903,21337.04,20847.474
VKR-135526,13799,10/10/2023 0:00,14614,15033.565,14196.000944287065,23.10389973,20839.7,20847.474
VKR-135527,34486,10/11/2023 0:00,36521,36520.935900000004,34486.24730878187,19.20177611,33374.9005,38452.7666
VKR-135528,15295,10/11/2023 0:00,16197,16197.1969,15294.803493862135,7.438216335750201,12313.51,12184.3986
VKR-135529,31158,10/11/2023 0:00,32996,32996.3242,31158.00207743154,12.343491230793799,25952.8848,26515.242
VKR-135530,53487,10/11/2023 0:00,56643,56642.7368,53487.00358829084,16.30127063,44768.5898,42267.549399999996
VKR-135531,19094,10/11/2023 0:00,20220,20220.056,19093.5373,7.3195202843686005,17082.0879,19054.6611
VKR-135532,5998,10/11/2023 0:00,6351,6351.4588,5997.600377714826,2.8262478749196998,4701.06,4579.9632
VKR-135533,4344,10/11/2023 0:00,4601,4600.5345,4344.225212464589,1.9659555141302998,4284.8586,4115.6446000000005
VKR-135534,462,10/11/2023 0:00,490,489.7112,462.4279508970728,0.03840113,349.6,337.1856
VKR-135535,351,10/11/2023 0:00,372,372.1805,351.4452313503305,0.03840113,349.6,337.1856
VKR-135536,39643,10/11/2023 0:00,41982,41981.6751,39642.752691218135,22.42786566,37642.3227,37128.0105
VKR-135537,39643,10/11/2023 0:00,41982,41981.6751,39642.752691218135,22.320840543101102,37493.9527,37128.0105
VKR-135538,11980,10/11/2023 0:00,12687,12686.683099999998,11979.870727101037,5.048024949806299,10927.3633,10311.747800000001
VKR-135539,9724,10/12/2023 0:00,10298,10297.5313,9723.825590179416,3.977664891,8185.254,7286.0047
VKR-135540,2458,10/12/2023 0:00,2603,2603.1209,2458.093389990557,3.5804404444424005,2675.916,2544.777
VKR-135541,806,10/12/2023 0:00,854,853.9338,806.3586402,1.2061429351432997,895.422,848.259
VKR-135542,16818,10/12/2023 0:00,17810,17810.4891,16818.21444759207,25.01358711,17990.6548,16155.8393
VKR-135543,335,10/11/2023 0:00,355,355.0406,335.26024551463644,0.000453592,0,0
VKR-135544,3034,10/12/2023 0:00,3213,3213.4847,3034.4520302171863,1.558275764,2762.16,2654.3835
VKR-135545,16413,10/12/2023 0:00,17381,17380.8916,16412.55108593012,10.45886936,17545.6806,17326.4049
VKR-135546,70,10/12/2023 0:00,74,74.13,70,0.004799007,39.06,42.36
VKR-135547,13799,10/12/2023 0:00,14614,15033.565,14196.000944287065,22.97191342,20830.68,20847.474
VKR-135548,13588,10/12/2023 0:00,14389,14389.428100000001,13587.750802644005,4.690639521,8882.84,8696.8575
VKR-135549,20,10/6/2023 0:00,21,21.18,20,0.000453592,0,0
VKR-135550,24662,10/12/2023 0:00,26117,26117.4833,24662.40160528801,11.95299356,20052.2921,19801.6056
VKR-135551,525,10/12/2023 0:00,556,555.975,525,0.036001626,292.96,317.7
VKR-135552,8294,10/12/2023 0:00,8783,8783.435,8294.084041548631,3.691116983,7530.110000000001,7512.7154
VKR-135553,22008,10/12/2023 0:00,23306,23305.9666,22007.522757318227,9.728998418,1983.71,1961.4798
VKR-135554,24527,10/12/2023 0:00,25974,25974.2804,24527.176959395656,12.456195326967702,21946.87,21235.0362
VKR-135556,10114,10/13/2023 0:00,10710,10710.462,10113.750708215297,18.64468757,12304.5325,12995.105500000001
VKR-135557,35269,10/12/2023 0:00,37350,37350,35269.12181303116,16.9508648,33681.146,34788.15
VKR-135558,35269,10/12/2023 0:00,37350,37350,35269.12181303116,16.9578592,33742.65,34788.15
VKR-135559,42357,10/12/2023 0:00,44856,44856,42356.94050991502,22.998992887716998,39349.4468,37841.8824
VKR-135560,42357,10/12/2023 0:00,44856,44856,42356.94050991502,23.00197753,39346.6668,37841.8824
VKR-135561,42357,10/12/2023 0:00,44856,44856,42356.94050991502,22.98398805,39277.6468,37841.8824
VKR-135562,42357,10/12/2023 0:00,44856,44856,42356.94050991502,22.98899118,39284.9168,37841.8824
VKR-135563,42357,10/12/2023 0:00,44856,44856,42356.94050991502,22.911980263379895,39262.5468,37841.8824
VKR-135564,42357,10/12/2023 0:00,44856,44856,42356.94050991502,22.79499426,39311.3768,37841.8824
VKR-135565,42357,10/12/2023 0:00,44856,44856,42356.94050991502,22.766000630942802,39325.6768,37841.8824
VKR-135566,600,10/13/2023 0:00,635,635.4,600,0.018143695,12.29,12.295
VKR-135567,8813,10/13/2023 0:00,9333,9332.6706,8812.720113314448,4.477101841458399,7300.81,7300.8201
VKR-135568,35484,10/13/2023 0:00,37577,37577.4968,35483.94409820586,16.38501739,28592.65,27476.867
VKR-135569,37224,10/13/2023 0:00,39420,39420,37223.79603399434,18.973487609830602,37198.186,35283.762
VKR-135570,82514,10/13/2023 0:00,87383,87382.5966,82514.25552407933,22.25872107,62307.4684,58694.2808
VKR-135571,8247,10/13/2023 0:00,8734,8734.0501,8247.450519357886,3.897075134,8155.7359,7860.3004
VKR-135572,37224,10/13/2023 0:00,39420,39420,37223.79603399434,18.98524926,37219.416,35283.762
VKR-135573,2970,10/13/2023 0:00,3145,3145.2302,2970.000188857413,0.000907185,0,0
VKR-135574,35156,10/13/2023 0:00,37230,37230,35155.80737,17.94962077,35227.254,33323.553
VKR-135575,37224,10/13/2023 0:00,39420,39420,37223.79603399434,18.87436407,37102.372,35283.762
VKR-135576,37224,10/13/2023 0:00,39420,39420,37223.79603399434,18.95974376,37255.341,35283.762
VKR-135577,51896,10/13/2023 0:00,54958,54958.1325,51896.25354107649,21.54185008,44758.4157,42407.0726
VKR-135578,40040,10/13/2023 0:00,42402,42402,40039.66005665722,21.350992017185597,38341.543600000005,36222.247800000005
VKR-135579,39643,10/13/2023 0:00,41982,41981.6751,39642.752691218135,22.404863993719896,38077.771,37103.0711
VKR-135580,52211,10/16/2023 0:00,55292,55291.7175,52211.25354107649,21.617863088075097,37138.0615,40180.3133
VKR-135581,3799,10/16/2023 0:00,4023,4023.0354,3798.9002832861192,1.425250729,2631.0613,1516.1491
VKR-135582,0,10/16/2023 0:00,0,0,0,0.000453592,0,0
VKR-135583,42357,10/16/2023 0:00,44856,44856,42356.94050991502,22.84995151,40144.0968,37841.8824
VKR-135584,42357,10/16/2023 0:00,44856,44856,42356.94050991502,22.84196828,40143.7668,37841.8824
VKR-135585,42357,10/16/2023 0:00,44856,44856,42356.94050991502,22.87496713,39972.1168,37841.8824
VKR-135586,42357,10/16/2023 0:00,44856,44856,42356.94050991502,22.849996866019403,40108.9468,37841.8824
VKR-135587,42357,10/16/2023 0:00,44856,44856,42356.94050991502,22.84995151,40134.3168,37841.8824
VKR-135588,42357,10/16/2023 0:00,44856,44856,42356.94050991502,22.848998962805403,40118.9568,37841.8824
VKR-135592,7040,10/16/2023 0:00,7455,7454.8731,7039.540226628896,3.0730021241996996,5449.12,5308.7564
VKR-135593,6390,10/16/2023 0:00,6767,6767.1288,6390.112181303117,3.358075857,6478.31,5999.8916
VKR-135594,40592,10/17/2023 0:00,42987,42986.8464,40591.92294617564,21.306580788238897,46471.13,47337.8189
VKR-135595,17480,10/17/2023 0:00,18511,18511.0822,17479.77544853636,6.047892218768399,12809.72,12809.664
VKR-135596,11187,10/17/2023 0:00,11847,11847.0926,11187.056279508972,3.4559384107247997,7319.84,7319.808
VKR-135597,18386,10/17/2023 0:00,19471,19471.165,18386.36921624174,7.16972594,16971.9813,18348.9329
VKR-135598,42357,10/17/2023 0:00,44856,44856,42356.94050991502,22.834964814877605,39349.9068,37841.8824
VKR-135599,42357,10/17/2023 0:00,44856,44856,42356.94050991502,22.77800269,37170.9868,37841.8824
VKR-135600,42357,10/17/2023 0:00,44856,44856,42356.94050991502,22.76098844,37147.6168,37841.8824
VKR-135601,42357,10/17/2023 0:00,44856,44856,42356.94050991502,22.78599952,37563.9468,37841.8824
VKR-135602,42357,10/17/2023 0:00,44856,44856,42356.94050991502,22.76199541,37790.1367,37841.8824
VKR-135603,14723,10/17/2023 0:00,15592,15591.7639,14723.100944287064,4.919027816,11502.8986,12703.1074
VKR-135604,40222,10/17/2023 0:00,42595,42594.6375,40221.565155807366,22.4058619,38070.501,37103.0711
VKR-135605,42357,10/17/2023 0:00,44856,44856,42356.94050991502,22.82997076,39152.0468,37841.8824
VKR-135606,4679,10/17/2023 0:00,4955,4954.8495,4678.800283286119,1.979803689,4256.7634,4532.8483
VKR-135607,39710,10/18/2023 0:00,42053,42052.5,39709.63172804533,21.33285739,35019.2695,35476.7648
VKR-135608,42357,10/18/2023 0:00,44856,44856,42356.94050991502,22.74998882,37096.0668,37841.8824
VKR-135609,44378,10/18/2023 0:00,46997,46996.6906,44378.36694995279,17.782018387856805,35792.1869,37112.189000000006
VKR-135610,4386,10/18/2023 0:00,4645,4645.1714,4386.375259678943,1.428121969,2939.9252,2825.465
VKR-135611,38273,10/18/2023 0:00,40531,40530.5802,38272.50254957507,21.56584965,38074.8729,35476.7648
VKR-135612,12769,10/18/2023 0:00,13523,13522.5837,12769.200849858356,23.493780516760403,14933.73,14557.0987
VKR-135613,1584,10/18/2023 0:00,1678,1677.5668,1584.1046270066101,0.5571339,953.09,915.8973
VKR-135614,47078,10/18/2023 0:00,49855,49855.1965,47077.61709159584,18.836021906178402,38547.1212,39344.8258
VKR-135615,42357,10/19/2023 0:00,44856,44856,42356.94050991502,22.731999346887598,37040.3568,37841.8824
VKR-135616,42930,10/19/2023 0:00,45463,45462.873,42930.002832861195,22.230226395346204,42335.0284,43255.4904
VKR-135617,42930,10/19/2023 0:00,45463,45462.873,42930.002832861195,22.264232215325098,42405.0884,43255.4904
VKR-135618,42930,10/19/2023 0:00,45463,45462.873,42930.002832861195,22.16023256,42211.1984,43255.4904
VKR-135619,42930,10/19/2023 0:00,45463,45462.873,42930.002832861195,22.1532427,42279.9184,43255.4904
VKR-135620,42930,10/19/2023 0:00,45463,45462.873,42930.002832861195,22.12424907,42143.6184,43255.4904
VKR-135621,11078,10/19/2023 0:00,11732,11731.7656,11078.154485363551,4.559220204,8360.98,8239.8672
VKR-135622,29990,10/19/2023 0:00,31759,31758.9621,29989.577053824363,16.645379411568598,27738.8505,27208.9188
VKR-135623,39879,10/19/2023 0:00,42232,42231.8638,39879.00264400378,22.40085877,38537.3884,37128.0105
VKR-135624,42930,10/19/2023 0:00,45463,45462.873,42930.002832861195,22.20211728,42317.9584,43255.4904
VKR-135626,18600,10/20/2023 0:00,19697,19697.4013,18600.001227573186,0.000453592,0,0
VKR-135627,82514,10/19/2023 0:00,87383,87382.5966,82514.25552407933,22.41672543,62657.1284,58694.2808
VKR-135628,4115,10/19/2023 0:00,4358,4357.8173,4115.030500472143,1.550115637,4239.8354,5177.0486
VKR-135629,335,10/20/2023 0:00,355,355.0406,335.26024551463644,0.000453592,0,0
VKR-135630,566,10/19/2023 0:00,600,599.8962,566.4742209631729,0.000453592,0,0
VKR-135631,451,10/19/2023 0:00,477,477.4684,450.86723323890465,0.000453592,0,0
VKR-135632,16219,10/19/2023 0:00,17176,17175.5589,16218.658073654391,7.585565817,17166.834,19054.6611
VKR-135633,11851,10/20/2023 0:00,12551,12550.509300000002,11851.283569405101,5.454316707,10828.650000000001,10731.905999999999
VKR-135634,1152,10/20/2023 0:00,1220,1219.9681,1152.0000944287065,0.7199871689009999,1600.91,1545.2928
VKR-135635,5782,10/20/2023 0:00,6123,6123.3501,5782.200283286119,2.08332254,4738.3096000000005,4869.7903
VKR-135636,1645,10/20/2023 0:00,1742,1741.7904,1644.7501416430596,0.7336675147801999,1514.6308,1428.9617
VKR-135637,3951,10/20/2023 0:00,4184,4183.7122,3950.6253068932956,1.5758570040828999,3254.0078,3225.0257
VKR-135638,40446,10/20/2023 0:00,42832,42832.3169,40446.002738432486,22.38185779,38566.9216,37128.0105
VKR-135639,4785,10/20/2023 0:00,5067,5067.3153,4785.000283286119,2.7499989975226997,3818.43,3669.435
VKR-135640,76000,10/23/2023 0:00,80484,80484.0054,76000.00509915013,0.90718474,0,0
VKR-135641,8222,10/23/2023 0:00,8707,8706.5691,8221.500566572238,3.260231447,9046.6811,8302.9412
VKR-135642,36338,10/23/2023 0:00,38481,38481.4151,36337.502455146365,20.43237675,35243.251,33592.0095
VKR-135643,26324,10/23/2023 0:00,27877,27876.5884,26323.50179414542,14.92123853,25711.3011,24752.007
VKR-135644,1556,10/24/2023 0:00,1647,1647.3276,1555.5501416430598,0.000453592,0,0
VKR-135646,36369,10/24/2023 0:00,38515,38515.2501,36369.45240793201,15.894094369137601,27794.122300000003,28816.7456
VKR-135647,12769,10/23/2023 0:00,13523,13522.5837,12769.200849858356,23.31676609,14880.466,14557.1093
VKR-135648,51896,10/23/2023 0:00,54958,54958.1325,51896.25354107649,21.54185008,44725.1357,42407.0726
VKR-135649,39135,10/23/2023 0:00,41444,41443.7692,39134.815108593015,22.40386155,38131.9356,37103.0711
